,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.45,2.31,1.6,1.57,1.49,1.5,3.1,3.63,2.92,3.23,3.64,3.15,4.29,3.67,2.9,4.57
e_1,1.56,2.48,2.04,1.39,1.82,1.71,3.25,5.13,3.32,3.48,3.37,3.76,4.18,3.53,3.55,4.8
c_1,1.65,1.44,2.58,1.61,2.53,1.85,3.28,2.98,3.14,2.53,2.48,3.49,4.36,3.86,3.84,4.23
d_1,1.83,1.66,1.5,2.63,1.55,1.53,3.12,3.12,3.2,5.51,4.33,3.4,4.68,4.1,3.85,4.1
b_1,1.74,1.56,1.49,1.58,2.75,2.91,3.4,3.35,3.14,3.42,2.92,4.0,4.5,3.39,3.84,4.39
a_1,1.73,1.63,1.71,1.93,1.32,3.37,3.7,3.66,4.0,3.61,4.27,4.04,5.3,3.24,3.83,4.69
h_1,2.12,1.68,1.72,1.92,1.54,1.43,4.35,3.33,3.96,3.58,3.6,3.82,4.53,3.79,3.73,5.72
d_0,1.69,1.5,2.52,1.45,1.89,1.74,3.36,4.27,3.42,2.83,3.69,3.4,4.28,4.03,3.94,4.87
g_1,1.64,1.54,1.85,2.22,1.65,1.38,2.87,3.41,4.87,3.88,3.77,5.08,4.05,3.57,4.49,4.3
c_0,1.83,1.75,1.82,1.64,1.48,1.68,3.34,4.18,3.55,4.65,5.67,3.74,5.47,5.05,4.21,5.27
b_0,1.78,1.8,2.04,1.75,1.45,1.27,3.43,3.89,3.88,3.47,5.05,4.29,5.15,6.61,3.73,5.15
f_0,1.65,1.56,1.84,2.01,1.72,1.57,3.23,3.9,3.18,3.78,3.83,5.06,5.14,3.99,6.37,4.6
h_0,1.98,1.79,1.67,1.81,1.71,1.53,3.02,3.31,4.11,3.49,3.51,3.93,4.07,4.0,3.89,5.59
a_0,1.74,1.77,1.92,1.84,1.66,1.44,3.62,3.67,3.74,3.35,3.55,4.07,4.71,5.43,4.7,4.16
e_0,1.87,1.32,1.78,1.89,1.67,1.77,3.67,3.6,3.35,3.78,4.27,3.52,5.26,4.3,5.56,5.49
g_0,1.76,1.52,1.76,2.33,1.73,1.69,2.94,3.11,3.03,3.57,3.49,4.9,4.74,4.36,4.07,4.57
