,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,0.93,0.94,0.96,0.94,0.58,0.53,0.7,0.52,0.57,0.6,0.51,0.51,0.5,0.59
e_1,0.76,1.0,0.93,1.09,0.98,0.9,0.79,0.67,0.71,0.9,0.63,0.67,0.71,0.55,0.59,0.63
d_1,1.08,1.08,1.0,0.79,1.0,0.83,0.73,0.89,0.49,0.95,0.66,0.73,0.59,0.6,0.67,0.43
c_1,1.06,0.92,1.26,1.0,1.3,0.67,0.68,0.49,0.67,0.46,0.62,0.66,0.63,0.54,0.49,0.56
b_1,1.04,1.02,1.0,0.77,1.0,1.44,0.7,0.66,0.83,0.64,0.68,0.61,0.66,0.54,0.59,0.66
a_1,1.07,1.12,1.2,1.48,0.69,1.0,0.93,0.98,0.89,0.75,0.89,0.65,0.8,0.96,0.74,0.65
h_1,1.67,1.28,1.35,1.52,1.38,1.08,1.0,0.83,1.0,0.96,1.07,0.87,0.75,0.76,0.63,0.82
c_0,1.93,1.46,1.18,2.07,1.37,1.03,1.22,1.0,0.86,0.99,1.4,0.98,0.78,0.94,1.01,0.8
g_1,1.45,1.38,2.01,1.49,1.24,1.12,1.01,1.18,1.0,0.96,0.76,1.2,0.8,1.04,0.78,1.13
d_0,1.94,1.09,1.01,2.26,1.51,1.35,1.04,0.93,1.04,1.0,0.88,0.75,0.78,0.85,0.7,0.87
b_0,1.87,1.6,1.42,1.73,1.5,1.05,0.89,0.73,1.26,1.06,1.0,1.03,0.95,1.44,0.96,1.23
f_0,1.81,1.49,1.42,1.51,1.64,1.54,1.17,0.99,0.84,1.22,1.02,1.0,0.99,0.92,1.43,0.66
h_0,2.11,1.35,1.69,1.68,1.52,1.28,1.25,1.21,1.28,1.26,1.15,0.97,1.0,1.13,1.0,1.32
a_0,1.96,1.68,1.59,1.82,1.9,,1.29,1.06,1.03,1.08,0.71,1.04,0.86,1.0,0.96,1.04
e_0,2.1,1.77,1.56,1.97,1.81,1.25,1.41,1.03,1.29,1.37,1.11,0.66,0.98,0.98,1.0,1.27
g_0,1.84,1.7,2.27,1.83,1.55,1.28,1.2,1.21,,1.07,0.84,1.45,0.75,1.03,0.82,1.0
