,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.37,1.26,1.56,1.68,3.6,15.04,29.83,34.46,35.17,43.95,53.8,64.33,92.5,87.83,134.41
e_1,0.74,1.0,1.18,1.8,1.83,3.35,19.11,27.34,45.75,37.3,48.03,64.36,80.64,91.54,103.57,139.17
d_1,0.79,0.84,1.0,1.04,1.42,2.78,14.98,18.23,26.33,37.55,36.22,40.77,58.35,75.36,89.96,75.53
c_1,0.64,0.55,0.97,1.0,1.67,2.17,12.69,18.79,14.46,18.02,27.08,30.89,44.42,58.65,65.14,70.06
b_1,0.59,0.54,0.71,0.6,1.0,3.21,9.44,17.5,16.93,22.17,27.2,26.87,39.91,39.06,62.67,63.3
a_1,0.28,0.3,0.36,0.46,0.32,1.0,4.98,6.79,9.23,10.43,12.78,12.01,21.62,21.58,30.33,39.25
h_1,0.07,0.05,0.07,0.08,0.1,0.2,1.0,1.98,1.66,1.88,2.63,2.6,3.79,5.24,5.03,8.24
g_1,0.03,0.04,0.05,0.06,0.06,0.15,0.5,1.0,1.03,1.2,1.36,2.05,2.01,2.62,3.53,3.63
d_0,0.03,0.02,0.04,0.07,0.06,0.11,0.62,0.97,1.0,0.83,1.4,1.48,2.19,2.74,2.74,4.1
c_0,0.03,0.03,0.03,0.05,0.04,0.1,0.54,0.83,1.17,1.0,1.73,1.59,1.98,2.8,2.83,3.43
b_0,0.02,0.02,0.03,0.04,0.04,0.08,0.38,0.74,0.7,0.6,1.0,1.05,1.6,2.78,1.87,2.66
f_0,0.02,0.02,0.02,0.03,0.04,0.08,0.39,0.5,0.65,0.67,0.93,1.0,1.5,1.9,2.6,1.84
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.25,0.48,0.45,0.48,0.63,0.66,1.0,1.13,1.42,1.8
a_0,0.01,0.01,0.01,0.02,0.03,0.04,0.18,0.38,0.33,0.33,0.36,0.54,0.88,1.0,1.1,1.27
e_0,0.01,0.01,0.01,0.02,0.01,0.03,0.19,0.3,0.34,0.36,0.5,0.39,0.72,0.84,1.0,1.23
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.12,0.28,0.25,0.27,0.38,0.53,0.56,0.79,0.83,1.0
