,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.11,1.73,3.24,3.83,3.18,2.69,0.92,1.07,0.64,0.59,0.68,0.7,0.44,0.58,0.95,0.45
f_1,2.62,1.1,2.78,3.32,3.14,2.95,0.64,0.97,0.66,0.6,0.63,0.84,0.32,0.63,0.57,0.47
d_1,4.01,3.83,1.1,2.95,2.85,3.02,0.84,0.6,1.04,0.61,0.57,0.58,0.54,0.62,0.58,0.3
c_1,2.54,3.69,4.01,1.11,3.4,2.78,0.94,0.9,0.37,0.87,0.63,0.59,0.5,0.58,0.58,0.45
b_1,4.19,4.31,3.8,1.98,1.12,3.79,1.02,1.22,0.89,1.13,1.72,0.83,0.64,0.74,0.86,0.63
a_1,5.76,6.44,5.67,5.42,2.66,1.13,1.71,1.64,1.35,1.31,1.88,1.51,0.82,1.98,1.11,0.72
h_1,12.13,13.57,12.08,12.5,14.24,10.62,1.69,4.29,2.7,2.58,2.49,2.66,2.45,2.39,2.24,1.65
g_1,13.68,14.83,12.87,15.0,15.38,12.35,2.79,1.66,2.85,2.78,2.35,2.89,1.55,2.66,2.5,2.11
d_0,8.49,12.07,22.92,16.02,15.3,14.42,4.3,4.99,2.06,3.11,3.31,3.25,2.44,3.23,3.28,2.18
c_0,18.54,14.59,8.88,25.19,17.12,17.03,4.4,4.12,4.96,2.05,3.31,3.44,2.45,3.58,3.25,2.11
b_0,16.02,15.7,13.55,25.58,23.57,15.94,4.4,4.43,3.26,2.03,2.02,3.27,2.29,3.68,2.93,2.16
f_0,16.75,26.13,19.46,18.23,16.07,13.17,4.9,2.95,3.78,3.28,3.29,2.03,2.31,3.64,3.69,1.65
h_0,18.54,20.59,19.46,24.44,22.12,19.0,8.81,6.12,4.46,4.09,3.9,3.79,4.03,4.27,4.37,2.66
a_0,23.26,21.88,24.25,22.6,29.96,34.07,6.79,6.29,4.99,4.46,2.54,4.62,2.87,2.28,4.31,3.19
e_0,32.04,41.19,22.17,31.73,28.76,21.48,6.92,5.06,5.67,4.46,5.34,2.61,3.82,5.67,2.31,3.13
g_0,28.76,28.01,28.85,29.2,30.92,27.83,6.98,8.91,6.14,5.72,5.15,5.24,3.3,6.02,6.07,7.25
