,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.08,0.09,0.07,0.11,0.17,0.16,0.27,0.16,0.19,0.21,,0.19,0.28,0.26,0.3
d_1,0.08,0.01,0.12,0.08,0.09,0.14,0.24,0.15,0.2,,0.23,0.22,0.2,0.29,0.31,0.2
e_1,0.04,0.08,0.01,0.09,0.08,,0.16,0.2,0.17,0.19,0.16,0.24,0.19,0.2,,0.24
c_1,0.05,0.08,0.06,0.01,0.08,0.08,0.13,0.14,,0.09,0.2,0.15,0.21,0.18,0.25,0.24
b_1,0.04,0.05,0.05,0.03,0.01,0.08,0.13,0.11,0.12,0.1,,0.11,0.12,0.2,0.21,0.18
a_1,0.02,0.01,,0.02,0.01,,0.04,0.03,0.04,0.02,0.04,0.05,0.04,,0.05,
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
