,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.84,1.45,1.48,1.47,1.12,0.67,0.85,0.55,0.67,0.62,0.68,0.48,0.63,1.01,0.48
f_1,1.46,0.41,1.25,1.34,1.23,1.12,0.55,0.69,0.53,0.55,0.56,0.94,0.37,0.57,0.53,0.65
d_1,1.46,1.36,0.4,1.16,1.2,1.56,0.68,0.48,0.64,1.49,0.58,0.52,0.48,0.54,0.63,0.34
c_1,1.04,1.16,1.69,0.38,1.62,1.39,0.68,0.58,1.03,0.4,0.54,0.58,0.48,0.67,0.5,0.47
b_1,1.25,1.52,1.22,0.78,0.37,1.62,0.89,0.82,0.73,0.64,1.06,0.58,0.59,0.4,0.56,0.51
a_1,1.58,1.77,1.17,1.44,0.77,0.31,0.69,0.7,0.55,0.68,0.64,0.43,0.49,,0.65,0.64
h_1,1.0,1.0,0.99,1.11,0.85,0.84,0.26,0.61,0.46,0.42,0.41,0.39,0.5,0.46,0.36,0.46
g_1,0.83,1.28,0.94,1.1,1.03,0.86,0.37,0.24,0.45,0.48,0.39,0.4,0.32,0.42,0.46,0.45
c_0,1.03,1.32,0.58,1.95,0.96,0.91,0.48,0.53,0.27,0.49,0.49,0.44,0.35,0.51,0.47,0.37
d_0,0.63,1.0,1.47,1.06,1.1,1.0,0.56,0.54,0.45,0.26,0.46,0.5,0.47,0.39,0.35,0.37
b_0,0.86,0.94,1.0,1.23,1.81,0.9,0.52,0.57,0.26,0.38,0.26,0.35,0.37,0.49,0.38,0.33
f_0,0.81,1.94,0.97,0.93,0.81,1.17,0.62,0.41,0.41,0.39,0.39,0.25,0.42,0.34,0.48,0.22
h_0,0.98,1.17,0.83,1.06,0.81,0.81,1.15,0.53,0.45,0.43,0.46,0.38,0.62,0.39,0.48,0.45
a_0,0.83,0.92,0.84,0.88,1.78,,0.53,0.69,0.38,0.45,0.25,0.55,0.55,0.22,0.46,0.32
e_0,1.75,1.02,0.84,0.91,0.9,0.87,0.56,0.52,0.4,0.43,0.47,0.27,0.36,0.42,0.21,0.48
g_0,0.9,0.9,1.2,0.93,0.89,0.76,0.47,0.84,0.45,0.44,0.43,0.55,0.29,0.45,0.37,0.66
