,f_1,d_1,e_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.41,1.01,1.83,1.15,1.13,0.71,2.11,2.36,2.04,2.13,2.62,1.3,2.31,2.16,1.54,2.9
d_1,1.33,2.5,1.01,0.96,1.07,1.1,2.35,1.5,2.13,4.18,2.57,2.58,3.31,3.04,2.9,2.75
e_1,0.98,1.12,2.49,1.37,1.07,1.24,2.11,4.08,2.2,2.22,2.7,2.91,3.25,2.38,2.09,2.99
c_1,1.11,1.2,0.98,2.6,1.77,1.19,1.73,2.11,2.16,1.35,2.12,2.4,3.06,2.52,2.04,3.03
b_1,1.01,1.33,1.11,0.89,2.73,1.84,2.34,2.29,1.96,2.35,1.36,2.28,3.39,1.92,2.64,3.34
a_1,1.46,1.21,1.09,1.08,1.03,3.19,2.16,2.44,2.4,2.46,2.27,2.59,3.3,1.72,3.19,2.84
h_1,1.51,1.14,1.24,1.52,1.02,1.18,4.05,2.36,3.01,2.57,2.83,2.7,2.63,2.45,2.79,4.33
d_0,1.22,1.0,0.96,2.15,1.26,1.24,2.64,3.84,2.14,2.09,3.35,3.03,3.03,2.8,3.02,3.19
g_1,1.2,1.63,1.03,1.27,1.19,1.01,2.34,2.72,4.45,2.51,2.91,4.05,3.35,3.2,2.9,2.94
c_0,1.45,1.01,1.4,1.08,1.02,1.27,2.58,3.21,2.5,4.03,5.23,3.18,3.71,2.91,3.22,3.65
b_0,1.31,1.27,1.2,1.49,0.89,1.15,2.6,2.67,2.54,2.14,4.17,2.71,3.92,5.11,3.59,3.49
f_0,1.17,1.29,1.04,1.46,1.37,1.38,2.31,2.86,2.22,2.97,2.84,4.4,3.34,2.82,5.5,3.14
h_0,1.8,1.27,1.1,1.29,1.13,1.05,2.12,2.81,3.2,2.42,2.56,2.87,2.5,2.45,2.68,4.32
a_0,1.24,1.24,1.16,1.34,1.34,0.88,3.04,3.0,2.26,3.23,2.38,3.25,4.43,4.98,2.71,3.99
e_0,1.77,1.23,0.85,1.46,1.05,1.19,2.7,2.54,2.75,2.75,2.93,2.36,3.87,3.87,5.2,3.24
g_0,1.22,1.73,1.05,1.33,1.21,1.4,2.09,2.56,1.47,2.75,2.89,3.9,2.67,3.01,3.3,2.62
