,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,104.11,62.44,85.92,135.26,146.95,382.39,10632.46,16302.23,21693.53,38481.44,31533.59,41956.81,91545.17,88293.13,105764.41,237603.64
f_1,90.59,110.07,82.08,110.13,125.35,354.35,10305.13,14785.27,19807.89,23127.52,30581.08,25068.89,72416.11,72282.47,93532.5,177786.8
d_1,53.91,66.24,140.86,81.57,108.75,380.85,10941.55,12988.04,31027.31,17019.49,31473.47,34437.84,78344.52,91956.43,119824.4,185688.38
c_1,44.56,54.59,78.31,165.66,190.72,305.34,9144.27,12520.44,11696.38,18637.18,20865.25,28510.33,67837.65,60181.63,114760.46,146823.68
b_1,47.21,55.57,66.9,71.96,198.87,510.33,9170.52,11698.93,17829.16,19621.31,20078.96,28429.39,68273.07,58904.75,111784.69,143423.52
a_1,36.86,36.3,51.14,63.29,60.16,470.63,7896.21,8408.98,14088.45,15123.86,21821.19,22111.87,56441.03,43402.16,82924.87,107909.7
h_1,14.97,19.09,22.46,24.87,26.66,81.04,3848.64,4234.0,5204.26,5106.64,6807.03,9372.13,16275.4,19398.4,26996.25,58194.26
g_1,11.9,12.31,24.67,23.34,26.88,84.18,2220.63,4811.56,5110.42,4735.92,6888.2,11561.38,16050.14,16190.81,29830.0,32174.44
c_0,12.09,14.54,16.74,20.45,22.86,68.11,2447.73,2956.16,5706.48,5106.08,9440.21,7378.57,17055.19,20817.71,29306.31,43994.03
d_0,10.14,13.94,13.57,32.75,27.98,67.49,2288.2,2733.89,3051.54,5752.2,5410.19,6555.44,16041.44,13062.28,23431.36,36108.74
b_0,10.68,11.85,17.26,21.03,20.37,46.81,2274.42,2680.61,3549.76,4111.97,7482.63,6396.53,16538.36,25660.69,21338.31,36553.16
f_0,8.37,11.55,15.58,20.39,21.71,61.56,1989.62,2379.95,4035.62,4413.18,5794.28,8249.7,15523.2,15466.58,40322.96,31579.08
h_0,8.13,11.92,12.35,14.02,15.98,38.92,1423.72,2638.33,2779.61,3359.73,4255.49,4499.91,10641.82,13345.88,17924.87,31827.54
a_0,7.83,9.2,11.43,14.9,15.11,42.07,1607.51,2210.05,3064.72,3562.19,3519.34,4800.39,10522.35,15563.73,19017.27,27980.12
e_0,5.38,9.31,10.8,13.13,14.71,41.64,1507.09,1714.01,2363.99,2682.95,3630.99,3025.83,9966.87,7882.13,21261.69,21868.44
g_0,5.08,6.46,12.24,11.69,13.0,39.32,1039.34,1667.51,2297.54,2243.63,3530.85,4904.54,8059.2,9039.4,14163.0,18740.67
