,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,10662.9,3322.07,2821.12,4324.12,5608.58,28749.53,3987954.72,13411364.93,10826199.88,15203537.62,24130493.4,25754091.98,101246695.01,130788679.78,185533611.37,84113050.02
f_1,4748.83,15007.16,3410.44,3405.87,4324.37,18229.9,2962688.41,8004403.31,7880471.95,13804171.83,22430742.52,8890460.47,94035263.38,89514398.62,181549840.6,87523359.19
d_1,2159.79,3587.44,17430.28,3072.02,5207.2,26533.05,4155783.07,3646865.7,9439023.55,25960547.04,30023019.32,29781874.8,103215718.37,102591957.43,207201705.19,166027690.78
c_1,1984.39,3095.03,3470.57,18621.07,9575.93,25923.08,3786460.3,7957265.7,9866762.01,5202140.96,18229522.09,21580593.5,108436579.95,84441359.94,188646955.87,183800302.67
b_1,2079.39,2816.13,3918.57,3624.75,29971.19,53437.12,3579086.66,7336427.23,9246096.59,13441960.32,9167496.3,28060700.08,88991282.5,69706625.99,163899645.17,179368096.21
a_1,2078.34,3240.44,3830.63,4362.23,5796.35,214490.47,3558181.39,7936325.43,9432603.9,17111489.72,26479756.4,29724797.69,90874759.43,41136827.98,156447863.37,160829262.11
h_1,2494.38,5197.9,4727.63,4095.72,5478.51,29037.01,13177330.52,10932958.57,16932395.82,17023527.76,23507504.04,29422771.9,65192560.24,134248664.87,393709707.74,213614953.17
d_0,2887.56,3757.23,1829.04,8781.31,6661.47,32673.28,4425175.33,19573933.17,10953733.77,12777036.45,30621115.97,28790783.81,142095806.7,109459721.09,220824361.09,200783133.83
g_1,2275.56,3367.73,7113.33,4575.6,5826.92,22696.18,4377985.41,8326404.11,45302667.32,15837302.32,31463575.91,53436913.98,128175454.55,144308037.84,136845810.17,228831512.95
c_0,2659.94,4574.33,4371.7,3518.49,5959.78,33219.57,4786623.61,11159233.28,13143917.16,36855105.82,61283791.55,31060961.23,142276923.01,144281630.05,247273395.53,216923620.6
b_0,3462.81,4440.98,3802.68,5195.11,3569.87,16806.95,5782992.52,9832045.55,15068177.41,15854222.23,75269834.99,39319740.92,168395464.56,310560943.76,240926197.15,178166909.9
f_0,2248.85,1964.44,5393.54,5538.15,7296.78,31293.34,5370566.25,9792100.72,14502415.31,16062049.11,28958171.47,77266490.1,144895610.09,143014530.62,303093822.49,462742596.34
h_0,3074.04,5181.09,4218.56,5168.3,6971.03,24104.15,2835108.52,9166462.87,16771818.71,15717033.09,32061822.39,31586836.91,68668308.5,136418070.93,277554731.72,226401396.52
a_0,2820.02,4419.6,5479.8,4648.65,5632.18,10374.45,5503252.34,10347589.28,14841160.8,16371333.5,29467550.04,40159547.05,181104096.87,400319934.69,313674186.86,231202442.45
g_0,2306.79,3536.84,7416.51,4680.7,7369.91,31238.74,3615484.16,8149591.71,7599213.88,19847317.44,28636414.01,49729935.33,125149721.18,109305116.96,198258911.04,237629086.61
e_0,1483.45,4827.03,5935.49,4873.43,5680.29,28188.37,4670591.13,9545808.53,11988064.67,19591076.3,36385090.75,32361024.09,155996483.44,140759948.61,252762261.13,659770169.9
