,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,g_0,e_0,a_0
e_1,115.91,72.6,80.95,106.29,155.24,423.51,11963.78,33226.71,22933.7,27202.85,35735.76,54287.94,112338.15,212786.49,143088.21,228654.74
d_1,71.44,123.26,88.55,76.36,135.64,439.99,10766.27,19259.99,34351.92,21460.12,41977.64,47894.73,122371.8,181043.18,190566.08,241010.97
f_1,108.67,69.85,125.62,92.89,128.85,422.02,9327.82,22458.16,20851.51,21177.21,30433.43,35785.41,111234.19,178302.41,124452.56,186641.54
c_1,68.16,75.34,80.98,129.81,225.97,447.68,11021.1,15471.91,19391.21,21873.17,24362.51,43393.24,105734.82,173916.89,146856.87,176831.58
b_1,61.84,68.71,71.82,62.0,196.54,633.84,9476.85,17133.34,17855.64,18742.3,23454.21,38094.7,100037.24,161275.2,127492.37,153952.64
a_1,45.15,47.77,52.01,50.35,63.37,500.52,6798.42,13067.82,12922.92,13549.82,21901.6,30876.83,66923.75,113031.69,99946.31,103671.73
h_1,17.91,21.59,25.98,21.09,33.07,105.25,3636.92,4955.02,5321.11,6905.99,8239.7,11434.68,24308.35,53231.74,36994.48,52371.9
d_0,13.1,12.75,18.07,28.07,35.04,87.87,2498.76,5333.27,3466.65,5037.37,6849.06,9634.16,22986.86,34767.34,30298.6,46490.95
c_0,15.91,15.93,18.37,17.53,26.2,95.56,2224.21,4823.84,5818.1,4403.39,10414.82,10516.69,24831.25,39605.01,34670.6,53381.82
g_1,11.39,20.28,15.16,16.91,30.36,87.8,2050.04,3818.31,4657.68,6431.7,7059.97,11969.31,20411.91,35634.76,34537.45,41309.78
b_0,13.04,13.73,17.29,18.27,24.37,65.72,2100.21,3767.55,3763.03,3938.21,7855.59,8190.65,21012.38,36264.86,25552.46,61739.2
f_0,10.01,14.42,12.38,14.56,24.46,73.83,1876.79,3518.49,3791.57,3639.1,6298.87,9846.84,19511.91,30987.37,39164.73,39534.47
h_0,9.8,10.34,12.62,11.55,16.99,53.23,1289.13,2798.22,2644.52,3536.99,4360.94,6195.61,12926.82,28837.6,18459.74,25692.6
g_0,7.18,11.67,8.46,9.93,15.08,44.98,1133.77,2202.75,2603.94,2509.91,3591.42,6744.78,11318.93,17500.46,17537.16,22434.25
e_0,6.02,9.25,10.94,9.61,16.26,47.61,1258.15,2152.29,2643.66,2408.16,4171.55,5314.9,14103.92,21858.44,25588.34,26318.85
a_0,7.21,8.07,8.75,10.5,14.42,46.95,1171.63,2120.33,2157.45,2556.9,3357.72,5014.88,12939.61,19892.4,16048.04,29159.62
