,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,10798.01,3261.85,5161.14,3267.61,5659.59,19495.1,2659705.41,13208626.44,8307451.82,11767337.94,23140737.15,25233720.88,90144792.69,125708027.62,214095831.76,90355168.54
f_1,4165.33,13845.39,3732.12,3921.18,5755.78,22597.19,2482152.4,5479179.49,5423310.1,11559115.96,7382856.7,22699152.77,80031496.61,83984143.83,160532682.07,133484386.61
c_1,2271.02,2665.04,20114.87,4161.99,11431.65,20857.83,2375569.04,6668049.85,6930060.83,3738319.21,21999413.82,18986213.7,100746347.26,97157239.97,204185872.23,186224227.65
d_1,2107.01,3565.54,3067.24,21731.62,5799.48,19575.86,2984471.76,3319962.81,8519562.38,23102374.75,21895087.55,31269131.54,107452392.18,93478958.96,249175713.57,186144058.61
b_1,2224.31,2558.35,3664.86,4029.3,36373.99,50912.46,2666335.71,5387002.52,8236882.36,10071151.16,23506066.41,11939224.63,97697200.37,87678339.5,164383478.54,172385846.62
a_1,2034.94,2901.5,4204.8,5414.28,6916.8,173667.55,2521272.88,6154721.54,8336371.6,10908718.18,24588337.66,26808052.73,88756860.68,43070694.71,182981236.79,251920126.92
h_1,2375.57,4631.19,5222.75,5864.2,6982.15,25186.02,8869268.93,7309771.26,12956637.87,13532149.62,25303877.49,28994295.65,56755533.85,138836156.61,292045349.51,239816378.29
d_0,3134.7,3438.14,10445.15,1988.64,7948.89,20653.6,3312833.12,16171224.8,8085484.34,9436043.62,23445312.53,29060221.74,113046493.07,138766374.67,230406695.37,253638545.24
g_1,2532.77,3287.24,5105.01,7881.27,6456.71,25492.66,3494684.77,7559635.06,31300346.17,12920484.38,36986514.48,26137053.55,112328660.74,129288996.09,122324667.14,178293470.78
c_0,3281.15,3858.79,2658.23,6064.16,6833.43,21131.82,4012617.77,8570993.42,10515012.73,32026703.17,29469192.94,62964211.45,115104826.84,147112291.74,279797508.39,254592602.52
f_0,2660.76,2546.62,5578.68,5879.11,8382.23,21975.63,4207124.32,8436660.34,10752436.02,15056623.33,56861830.09,36240003.38,123205963.16,145168167.13,284556223.43,521949814.56
b_0,3085.03,4356.99,4654.83,4886.31,4505.13,16475.06,4174102.54,10468547.27,9829710.34,16182301.57,26964003.34,83240515.44,121619001.1,306708683.93,241605849.74,264042599.19
h_0,2711.14,5295.06,4159.81,5817.01,7954.18,24315.31,2400105.43,7420036.17,12684787.4,15890746.12,22004371.43,32457881.3,67946765.87,134307771.96,347333139.37,237609171.35
a_0,3395.0,4054.62,5800.59,4781.38,7473.3,12714.8,3654016.9,9707786.68,7572130.3,13111519.31,27196892.35,38761877.51,113209176.56,422688466.73,266322331.4,280194141.16
g_0,2805.53,3102.44,4336.67,8651.91,8358.77,21565.65,3550155.96,7933428.99,5793897.01,16980245.44,42082434.25,34069903.59,106719807.24,135838344.86,204387695.59,282495048.3
e_0,1662.85,3546.32,5731.53,6202.87,9168.92,18769.46,4127460.95,8578309.29,11126395.54,17221099.98,23743318.72,34076375.83,134557192.71,164244661.36,281654320.63,740905516.12
