,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,5.78,10.94,11.31,12.51,11.12,2.95,3.17,3.79,2.35,2.59,2.46,1.63,2.34,8.62,1.68
f_1,10.36,1.14,7.73,11.87,15.14,11.83,2.06,2.73,3.95,2.09,2.19,8.75,1.05,2.14,2.06,2.1
d_1,15.8,12.4,1.13,18.44,11.37,10.29,3.88,8.58,2.12,2.22,2.06,3.07,1.73,1.96,2.25,1.06
c_1,10.91,15.31,20.88,1.14,10.7,11.18,3.77,1.3,5.93,8.8,3.08,2.77,1.67,3.14,2.43,1.83
b_1,15.87,15.44,21.58,6.31,1.14,21.0,4.08,2.65,3.56,5.5,18.8,2.16,1.71,3.76,2.57,1.82
a_1,22.68,20.36,20.36,24.02,10.02,1.15,6.87,4.29,5.17,4.08,4.78,3.51,3.51,12.97,5.17,3.53
h_1,28.22,30.36,24.9,28.95,31.27,26.38,1.91,7.38,6.33,5.4,5.94,5.45,14.66,4.9,5.4,4.84
d_0,15.03,36.19,83.0,30.67,41.7,38.83,9.14,2.56,10.87,5.31,5.13,5.56,5.38,5.02,5.17,5.35
g_1,36.6,40.72,35.97,43.63,29.06,25.72,8.38,9.34,1.9,7.42,6.48,6.43,3.94,9.57,6.35,8.61
c_0,38.11,30.62,18.82,123.92,43.59,41.16,13.63,10.25,10.19,2.57,6.41,7.03,6.16,7.58,5.32,4.84
b_0,35.21,38.12,30.54,45.56,125.09,34.3,10.86,8.11,14.82,4.11,2.64,8.61,6.85,6.38,7.87,5.79
f_0,42.49,94.29,43.74,41.86,32.33,33.74,13.18,9.34,7.16,7.16,7.14,2.59,7.46,6.93,5.84,4.9
h_0,43.49,63.98,58.85,53.41,47.95,40.35,40.2,11.01,13.87,13.69,9.72,10.27,22.37,10.05,6.83,9.81
a_0,36.97,63.98,54.86,75.56,66.91,128.63,18.27,9.58,14.49,8.21,6.0,10.47,9.24,2.77,9.05,6.66
e_0,127.48,77.89,47.6,65.91,63.93,54.16,17.11,10.25,15.16,12.83,9.56,5.29,10.62,13.4,3.04,7.35
g_0,67.22,63.98,59.94,67.35,68.5,57.17,11.65,12.95,36.22,9.62,10.07,13.69,8.33,12.97,9.78,20.76
