,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.87,1.24,1.05,0.8,0.7,0.77,0.92,0.65,0.62,0.69,0.6,0.56,0.62,0.58
f_1,1.31,1.0,1.0,0.95,0.82,0.77,0.57,0.68,0.63,0.57,0.61,0.59,0.5,0.52,0.48,0.55
d_1,1.15,1.01,1.0,0.92,0.98,0.86,0.65,0.53,0.67,0.86,0.75,0.58,0.61,0.59,0.57,0.43
c_1,0.81,1.05,1.09,1.0,1.31,0.9,0.81,0.69,0.51,0.56,0.58,0.66,0.62,0.66,0.63,0.58
b_1,0.96,1.22,1.03,0.77,1.0,1.37,0.81,0.7,0.66,0.76,0.63,0.7,0.61,0.51,0.68,0.55
a_1,1.23,1.3,1.14,1.12,0.73,1.0,0.91,0.9,0.77,0.79,0.82,0.77,0.78,0.87,0.65,0.79
h_1,1.38,1.71,1.54,1.25,1.28,1.04,1.0,1.21,0.96,0.87,0.82,0.8,0.77,0.76,0.75,0.96
g_1,1.37,1.47,1.91,1.41,1.37,1.07,0.84,1.0,1.0,0.94,0.86,1.14,0.7,0.81,0.77,0.79
d_0,1.11,1.49,1.47,1.98,1.52,1.27,1.06,1.0,1.0,0.85,0.93,0.94,0.93,1.0,0.85,0.78
c_0,1.53,1.73,1.15,1.72,1.26,1.22,1.15,1.07,1.23,1.0,1.31,1.0,0.9,1.03,0.83,0.8
b_0,1.66,1.61,1.33,1.74,1.56,1.16,1.18,1.17,1.08,0.8,1.0,1.03,1.07,1.16,0.81,0.89
f_0,1.44,1.7,1.68,1.53,1.49,1.32,1.19,0.89,1.08,0.99,0.9,1.0,0.99,0.89,1.28,0.72
h_0,1.69,2.04,1.69,1.65,1.63,1.32,1.28,1.36,1.05,1.1,0.99,1.06,1.0,0.99,0.84,1.09
a_0,1.82,1.85,1.68,1.61,1.95,1.21,1.33,1.32,1.04,0.99,0.83,1.1,1.07,1.0,0.98,1.0
e_0,1.61,2.12,1.85,1.56,1.41,1.48,1.35,1.17,1.2,1.17,1.25,0.79,1.2,1.01,1.0,0.93
g_0,1.72,1.85,2.39,1.76,1.7,1.29,1.02,1.33,1.23,1.17,1.12,1.41,0.88,1.0,1.06,1.0
