,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,2.39,0.73,0.74,0.86,0.82,0.69,1.79,1.46,2.59,1.3,1.86,1.6,2.04,1.88,1.53,1.17
f_1,1.18,2.42,0.67,0.73,0.66,0.75,1.36,1.53,1.76,2.04,1.77,0.85,1.7,1.79,1.38,1.64
d_1,0.78,0.83,2.53,0.63,0.81,0.66,1.37,1.28,1.04,2.79,1.86,1.74,2.26,1.81,1.91,1.72
c_1,0.73,0.76,0.9,2.56,1.13,0.74,1.61,1.45,1.37,0.86,1.08,1.55,2.29,2.09,1.8,1.51
b_1,0.68,0.85,0.77,0.72,2.68,1.15,1.16,1.39,1.64,2.08,1.09,1.88,2.51,2.14,1.6,1.81
a_1,0.81,0.79,0.71,0.82,0.74,3.27,1.62,1.62,1.73,1.27,1.88,1.71,1.99,2.16,0.92,1.41
h_1,0.84,1.23,1.11,0.96,1.15,0.87,3.79,2.07,2.08,1.87,2.41,2.73,1.51,3.29,2.62,2.61
g_1,0.89,0.99,1.41,1.12,0.84,0.85,1.91,4.28,1.77,1.71,2.0,3.26,2.41,1.83,2.53,2.47
d_0,0.88,1.07,0.53,1.66,1.15,0.98,1.93,2.18,3.61,1.71,2.02,2.86,2.9,2.86,2.29,2.65
c_0,1.21,0.97,0.99,0.73,0.68,1.17,2.4,2.58,2.56,3.83,4.58,2.79,2.59,3.86,2.5,1.85
b_0,0.96,1.05,1.07,1.5,0.56,0.92,2.33,2.07,2.45,1.46,4.11,2.16,2.97,3.11,3.7,2.61
f_0,0.93,0.79,1.15,1.14,0.96,1.01,1.75,2.0,2.08,2.16,2.63,4.12,3.2,3.29,2.75,4.44
h_0,0.92,1.53,0.97,0.98,0.9,1.06,1.34,2.27,2.23,2.12,2.11,1.92,1.61,3.36,2.45,2.29
g_0,0.86,0.98,1.6,0.97,1.01,0.97,1.79,1.06,1.78,1.54,2.32,2.7,2.48,1.88,1.97,2.02
a_0,1.07,1.15,1.02,1.18,0.93,0.96,1.93,1.92,2.28,2.69,2.33,2.28,3.33,3.36,4.84,2.04
e_0,0.58,1.06,1.03,1.28,1.08,1.22,2.08,1.99,2.15,2.62,2.4,2.29,2.85,3.06,2.58,5.03
