,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.92,0.66,0.35,0.38,0.33,0.19,0.37,0.29,0.33,0.38,0.32,0.21,0.35,0.24,0.17,0.27
e_1,0.47,0.92,0.38,0.44,0.32,0.21,0.4,0.32,0.35,0.59,0.33,0.31,0.35,0.26,0.16,0.25
d_1,0.49,0.41,0.92,0.34,0.31,0.22,0.39,0.29,0.59,0.23,0.38,0.3,0.35,0.25,0.22,0.28
c_1,0.44,0.37,0.39,0.91,0.57,0.25,0.38,0.29,0.23,0.3,0.25,0.33,0.35,0.24,0.21,0.28
b_1,0.47,0.38,0.43,0.35,0.9,0.44,0.36,0.29,0.34,0.3,0.23,0.3,0.34,0.2,0.22,0.26
a_1,0.48,0.39,0.44,0.4,0.35,0.89,0.4,0.29,0.34,0.32,0.29,0.28,0.36,0.19,0.24,0.31
h_1,0.58,0.44,0.47,0.41,0.35,0.23,0.66,0.36,0.31,0.34,0.32,0.35,0.35,0.3,0.24,0.38
g_1,0.42,0.4,0.61,0.41,0.33,0.24,0.41,0.63,0.41,0.33,0.33,0.45,0.4,0.27,0.28,0.3
c_0,0.51,0.47,0.46,0.34,0.31,0.23,0.41,0.32,0.54,0.4,0.61,0.33,0.41,0.35,0.26,0.34
d_0,0.45,0.39,0.34,0.69,0.39,0.24,0.39,0.32,0.26,0.54,0.29,0.32,0.4,0.26,0.24,0.28
b_0,0.51,0.46,0.42,0.47,0.3,0.18,0.48,0.36,0.37,0.42,0.55,0.32,0.44,0.53,0.27,0.35
f_0,0.44,0.41,0.49,0.43,0.35,0.27,0.43,0.34,0.35,0.37,0.39,0.53,0.41,0.26,0.47,0.33
h_0,0.58,0.41,0.48,0.4,0.38,0.24,0.34,0.4,0.39,0.36,0.31,0.33,0.27,0.25,0.24,0.39
a_0,0.47,0.43,0.48,0.45,0.39,0.17,0.42,0.35,0.37,0.37,0.33,0.33,0.45,0.47,0.26,0.33
e_0,0.59,0.41,0.47,0.38,0.36,0.19,0.45,0.32,0.38,0.34,0.36,0.37,0.47,0.32,0.5,0.34
g_0,0.46,0.38,0.61,0.42,0.38,0.25,0.37,0.22,0.39,0.31,0.32,0.47,0.4,0.29,0.29,0.27
