,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,9823.99,3055.88,3795.21,6736.12,7744.84,38570.45,3827545.57,6744131.82,20941837.9,14455888.39,17410089.61,42218096.61,76656921.35,114752127.76,67636806.43,297277429.71
f_1,4517.54,11853.84,4022.43,4733.59,6828.31,34615.51,3504687.13,5047816.53,10208223.72,12850085.63,16674179.26,18532053.81,52485492.55,86094152.95,99111139.27,329857020.73
d_1,2235.42,3133.02,18272.3,4019.13,7792.08,37708.98,4295882.57,7584722.8,6937402.08,27239036.56,21220241.54,51663452.5,65691524.08,101643873.74,156155625.08,455780280.45
c_1,2452.5,2773.07,4401.92,22265.04,15953.78,33908.24,3785122.3,6576936.1,10033171.64,5647567.42,11315655.57,39227759.23,60882353.05,91602456.95,138637603.02,326811684.31
b_1,2447.03,3340.14,4193.94,4648.23,41403.96,75875.68,3401454.9,7554447.23,10307740.86,9082456.86,7218367.59,44543112.9,43102309.87,116826354.85,125375216.34,369273106.98
a_1,2457.82,3249.26,4017.99,4950.87,8640.2,288729.77,4055825.6,7546899.46,9616029.65,14669519.28,17848368.81,45493292.16,45775046.48,118941901.09,177089327.95,376089908.1
h_1,2726.93,5124.96,5420.74,6348.35,9370.02,37600.95,11450768.37,11936791.77,11337625.47,14946153.54,19716642.21,56068372.42,75616118.28,73149605.54,176810345.36,641864635.57
g_1,2945.15,2821.79,7894.2,6728.75,9427.37,37150.03,4728942.73,24235143.64,14404038.99,15577049.67,18382756.09,85643054.55,75193364.74,139307607.76,179897529.19,264612718.84
d_0,3295.93,3393.91,3400.97,11681.76,9958.77,42931.64,4734300.13,8407543.5,25507987.77,12318015.09,18436445.41,55197815.87,77339379.22,123092999.35,198444989.12,414597009.05
c_0,3350.48,3594.59,5609.75,4608.14,8375.04,43153.88,4891940.88,8658199.71,15247820.19,35240852.6,44417687.77,74665437.17,107196667.47,155216288.42,190312813.42,508685233.81
b_0,3304.09,3885.8,5428.58,6935.19,6045.67,35089.9,4747639.61,8550946.03,14998001.25,17852454.77,46365874.27,64059040.61,179938404.37,143150076.25,188220657.13,446148533.58
f_0,2645.09,2165.9,5594.14,6478.35,8215.22,69542.71,4465974.12,8639465.14,17765079.73,20566135.78,19909487.21,137346481.69,98845121.56,156684624.52,443232693.93,526249266.43
a_0,3227.7,4265.92,5544.74,5880.08,11383.25,25784.52,5451197.09,7374856.18,14492211.8,17448753.33,22567491.53,67766184.16,172686017.11,138521062.19,230100104.24,505450451.28
h_0,2855.38,5302.98,5784.29,6779.6,9185.07,46499.11,2958937.58,8596867.78,12496178.0,14818408.63,20077568.4,49784615.43,65069189.25,80853283.81,213173328.16,606205489.15
e_0,2280.75,4438.1,5646.28,6957.22,9412.67,49350.91,6258515.8,8413944.5,12541696.85,15838975.54,21064677.85,63554340.4,76593705.06,134107899.03,462751854.01,559663987.42
g_0,2342.58,3615.31,9416.1,6277.95,8150.78,40771.12,4438406.38,6756061.74,11184549.09,18687254.24,18855455.54,94240173.44,67990663.05,120964912.92,212619631.2,317875819.52
