,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.95,0.43,0.55,0.38,0.43,0.3,0.33,0.47,0.25,0.22,0.24,0.28,0.22,0.26,0.14,0.23
f_1,0.74,0.95,0.39,0.4,0.38,0.32,0.25,0.29,0.27,0.22,0.25,0.15,0.19,0.2,0.15,0.22
c_1,0.4,0.5,0.95,0.52,0.62,0.27,0.29,0.23,0.18,0.23,0.21,0.24,0.18,0.25,0.18,0.2
d_1,0.5,0.54,0.36,0.95,0.43,0.28,0.33,0.21,0.44,0.26,0.31,0.25,0.23,0.27,0.21,0.18
b_1,0.49,0.5,0.48,0.47,0.94,0.45,0.32,0.29,0.29,0.23,0.16,0.22,0.17,0.26,0.19,0.23
a_1,0.57,0.54,0.58,0.56,0.43,0.94,0.4,0.38,0.31,0.3,0.3,0.27,0.24,0.3,0.25,0.32
h_1,0.69,1.02,0.65,0.74,0.66,0.42,0.76,0.45,0.44,0.5,0.42,0.38,0.34,0.32,0.3,0.39
d_0,0.66,0.83,1.27,0.64,0.76,0.41,0.46,0.69,0.41,0.44,0.34,0.37,0.34,0.41,0.27,0.33
c_0,0.84,0.89,0.63,0.73,0.6,0.5,0.54,0.52,0.67,0.48,0.72,0.48,0.41,0.43,0.27,0.35
g_1,0.8,0.71,0.81,1.03,0.72,0.45,0.42,0.38,0.47,0.76,0.41,0.6,0.38,0.39,0.37,0.25
b_0,0.79,0.86,0.85,0.79,0.63,0.58,0.56,0.57,0.5,0.48,0.68,0.46,0.65,0.4,0.34,0.4
f_0,0.68,0.78,0.88,0.82,0.82,0.55,0.6,0.58,0.51,0.41,0.53,0.68,0.43,0.56,0.57,0.32
a_0,0.89,0.96,0.98,0.88,0.77,0.46,0.6,0.62,0.6,0.42,0.42,0.43,0.63,0.47,0.39,0.36
h_0,0.88,1.18,0.83,0.9,0.77,0.52,0.4,0.55,0.58,0.61,0.51,0.41,0.37,0.43,0.36,0.51
e_0,0.76,1.1,0.82,0.97,0.89,0.5,0.66,0.61,0.68,0.55,0.56,0.41,0.45,0.56,0.61,0.47
g_0,0.85,0.91,0.85,1.39,0.81,0.55,0.55,0.51,0.64,0.44,0.45,0.7,0.42,0.46,0.37,0.37
