,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.42,1.45,1.83,1.42,1.45,1.39,3.1,5.02,3.14,3.02,3.19,3.66,3.96,3.16,3.13,4.11
f_1,2.15,2.42,1.53,1.3,1.5,1.31,2.5,3.25,2.68,2.74,3.07,2.23,3.53,3.22,2.53,4.48
c_1,1.21,1.39,2.62,1.47,2.42,1.64,2.78,2.76,3.25,2.26,2.49,3.09,3.66,2.69,3.18,4.08
d_1,1.44,1.69,1.23,2.67,1.37,1.35,3.04,2.56,2.61,4.91,3.71,3.32,4.3,4.0,3.62,3.46
b_1,1.45,1.43,1.37,1.57,2.76,2.63,2.57,2.74,2.82,2.9,2.43,3.36,4.31,2.56,3.09,3.86
a_1,1.48,1.64,1.52,1.73,1.08,3.2,3.22,3.16,3.26,3.4,3.8,3.1,4.16,3.16,3.33,4.18
h_1,1.54,2.04,1.53,1.52,1.44,1.27,4.28,2.98,3.24,3.18,3.3,3.32,3.45,3.8,3.33,4.66
d_0,1.2,1.51,2.54,1.26,1.94,1.43,3.03,4.18,2.77,2.69,3.37,3.43,4.54,3.16,4.06,4.58
g_1,1.32,1.53,1.49,2.16,1.48,1.26,2.78,3.33,4.51,3.56,3.9,4.51,3.9,3.77,4.2,3.18
c_0,1.69,1.71,1.37,1.53,1.2,1.33,3.43,3.3,2.96,4.35,6.07,3.65,5.04,4.55,4.09,4.67
b_0,1.64,1.68,1.72,1.53,1.2,1.34,3.73,3.29,2.95,2.72,4.64,3.74,4.06,6.13,3.66,4.87
f_0,1.2,1.46,1.71,1.63,1.58,1.94,3.03,3.36,2.93,3.56,3.81,4.7,4.34,4.22,6.39,4.07
h_0,1.7,1.98,1.64,1.48,1.42,1.46,2.64,2.82,3.55,2.63,3.55,3.3,3.68,3.33,3.49,4.74
a_0,1.65,1.53,1.85,1.54,1.47,1.26,3.02,3.68,2.94,3.11,3.21,3.28,4.71,5.16,4.02,4.15
e_0,1.21,1.72,1.72,1.6,1.73,1.5,3.07,2.97,2.65,3.34,3.9,3.12,4.81,3.59,5.52,4.49
g_0,1.57,1.25,1.42,2.3,1.76,1.48,3.03,2.82,2.99,3.15,3.22,5.02,4.47,3.74,4.1,3.83
