,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.7,1.17,0.5,0.6,0.6,0.5,2.08,2.45,1.64,2.04,2.81,0.76,4.4,2.69,2.43,4.19
e_1,0.67,5.84,0.77,0.41,0.62,0.54,2.14,5.21,2.39,2.85,2.78,2.7,4.22,2.31,0.71,4.23
c_1,0.52,0.53,6.34,0.57,1.17,0.77,2.33,2.74,1.88,0.4,1.93,2.96,3.9,3.41,3.07,4.27
d_1,0.64,0.5,0.45,6.59,0.51,0.44,2.56,0.8,2.39,6.19,3.86,2.81,4.85,3.46,3.38,4.3
b_1,0.55,0.54,0.65,0.53,7.28,1.26,2.59,2.8,1.87,2.54,0.53,3.72,4.11,2.14,3.72,3.07
a_1,0.66,0.63,0.63,0.62,0.51,11.06,1.88,3.04,2.69,2.51,2.26,3.35,5.16,0.65,1.9,3.84
h_1,1.64,1.01,1.04,1.24,0.71,0.76,15.48,4.0,4.93,4.1,4.26,4.07,2.48,5.13,5.36,8.73
d_0,1.2,1.01,2.07,0.31,1.01,1.04,3.92,12.32,3.25,4.34,6.3,3.64,5.88,5.3,4.04,7.68
g_1,0.91,0.85,0.98,1.9,0.86,0.76,2.91,4.78,19.29,4.73,4.59,8.62,4.77,3.89,6.03,3.92
c_0,1.4,0.75,0.53,1.16,0.82,0.98,4.15,6.92,4.61,15.59,12.54,5.48,10.48,6.23,5.22,7.18
b_0,1.23,1.15,1.06,1.22,0.23,0.6,3.99,5.54,4.11,8.15,18.27,5.34,9.89,11.74,5.34,8.12
f_0,0.36,1.0,1.34,1.38,1.01,1.16,3.42,5.04,4.42,4.57,4.22,18.35,8.56,6.6,11.91,10.52
h_0,1.38,0.95,0.95,1.38,1.03,0.98,1.41,4.06,4.95,5.2,4.6,5.35,2.8,4.72,5.79,10.87
a_0,1.29,1.25,1.23,1.44,0.75,,4.59,4.31,4.87,4.65,4.36,5.38,7.23,21.89,7.57,7.27
e_0,1.12,0.23,1.27,1.31,1.44,0.7,4.2,5.21,4.84,5.82,6.24,5.21,8.75,6.12,22.74,10.44
g_0,1.07,0.77,1.27,1.7,1.01,0.99,3.17,3.33,1.52,3.87,3.75,8.19,8.85,4.96,5.4,3.77
