,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.82,0.93,1.18,0.97,0.77,0.82,0.76,0.64,0.88,0.65,0.65,0.63,0.59,0.61,0.6
f_1,1.19,1.0,0.9,1.11,0.8,0.87,0.61,0.69,0.6,0.67,0.62,0.55,0.62,0.48,0.49,0.55
d_1,1.1,1.12,1.0,0.83,0.98,0.81,0.75,0.56,0.86,0.69,0.66,0.62,0.58,0.57,0.54,0.49
c_1,0.84,0.89,1.17,1.0,1.44,0.79,0.69,0.63,0.54,0.47,0.5,0.67,0.46,0.61,0.6,0.58
b_1,1.03,1.26,1.01,0.71,1.0,1.29,0.76,0.7,0.78,0.63,0.82,0.64,0.57,0.61,0.6,0.58
a_1,1.27,1.13,1.25,1.25,0.78,1.0,0.88,0.86,0.72,0.78,0.88,0.72,0.73,0.79,0.59,0.71
h_1,1.22,1.6,1.35,1.41,1.29,1.13,1.0,0.99,0.82,0.84,0.89,0.8,0.82,0.81,0.7,0.94
g_1,1.24,1.42,1.81,1.6,1.48,1.23,1.01,1.0,0.91,0.86,0.95,1.19,0.86,0.76,0.97,0.88
c_0,1.61,1.71,1.2,1.73,1.29,1.35,1.16,1.12,1.0,1.17,1.27,1.03,1.13,0.96,0.87,0.87
d_0,1.15,1.47,1.38,2.15,1.63,1.31,1.2,1.19,0.83,1.0,0.99,1.09,0.79,0.84,0.9,0.95
b_0,1.5,1.63,1.44,2.11,1.34,1.07,1.06,1.05,0.8,1.01,1.0,0.98,1.4,1.08,0.87,0.91
f_0,1.5,1.85,1.62,1.6,1.67,1.44,1.22,0.84,0.99,0.87,1.0,1.0,0.8,1.04,1.25,0.72
a_0,1.54,1.58,1.66,2.17,1.63,1.39,1.23,1.23,0.94,1.25,0.75,1.23,1.0,1.11,0.95,1.2
h_0,1.67,2.04,1.71,1.63,1.68,1.19,1.2,1.36,1.05,1.18,1.01,0.92,0.92,1.0,0.9,1.07
e_0,1.67,2.08,1.86,1.67,1.67,1.63,1.44,1.11,1.19,1.11,1.23,0.82,1.09,1.17,1.0,0.91
g_0,1.66,1.8,2.06,1.69,1.7,1.38,1.05,1.1,1.11,1.06,1.06,1.32,0.86,0.91,1.15,1.0
