,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.91,0.33,0.26,0.35,0.27,0.21,0.3,0.48,0.22,0.27,0.24,0.24,0.26,0.18,0.23,0.11
f_1,0.61,0.91,0.29,0.31,0.23,0.14,0.22,0.33,0.2,0.27,0.24,0.14,0.26,0.17,0.21,0.09
d_1,0.32,0.35,0.91,0.24,0.26,0.18,0.3,0.21,0.21,0.46,0.29,0.26,0.31,0.19,0.25,0.19
c_1,0.31,0.31,0.29,0.9,0.47,0.2,0.26,0.28,0.18,0.14,0.17,0.2,0.28,0.15,0.21,0.17
b_1,0.3,0.3,0.31,0.3,0.9,0.36,0.26,0.26,0.2,0.26,0.15,0.26,0.26,0.12,0.19,0.18
a_1,0.29,0.31,0.35,0.36,0.32,0.89,0.27,0.3,0.21,0.3,0.25,0.26,0.29,0.14,0.23,0.16
h_1,0.33,0.48,0.38,0.31,0.25,0.16,0.62,0.33,0.3,0.29,0.23,0.25,0.22,0.22,0.39,0.18
d_0,0.36,0.36,0.23,0.61,0.32,0.2,0.26,0.52,0.2,0.2,0.23,0.24,0.33,0.17,0.23,0.15
g_1,0.32,0.29,0.5,0.35,0.29,0.18,0.28,0.28,0.61,0.29,0.27,0.42,0.3,0.22,0.24,0.21
c_0,0.39,0.39,0.35,0.29,0.25,0.22,0.3,0.36,0.27,0.48,0.53,0.3,0.35,0.26,0.3,0.18
b_0,0.43,0.39,0.35,0.38,0.22,0.11,0.36,0.33,0.3,0.27,0.5,0.3,0.38,0.43,0.26,0.16
f_0,0.26,0.26,0.45,0.39,0.32,0.21,0.32,0.33,0.28,0.28,0.26,0.49,0.35,0.2,0.3,0.44
h_0,0.38,0.49,0.36,0.33,0.32,0.17,0.21,0.28,0.32,0.27,0.26,0.26,0.24,0.19,0.31,0.18
a_0,0.35,0.45,0.41,0.36,0.24,0.11,0.37,0.34,0.27,0.31,0.3,0.32,0.4,0.46,0.35,0.17
g_0,0.3,0.32,0.61,0.33,0.31,0.2,0.26,0.24,0.19,0.3,0.25,0.42,0.3,0.16,0.23,0.21
e_0,0.26,0.43,0.43,0.36,0.3,0.18,0.37,0.29,0.28,0.31,0.29,0.28,0.34,0.2,0.32,0.43
