,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.21,0.03,0.02,0.03,0.02,0.02,0.06,0.13,0.04,0.07,0.05,0.05,0.09,0.06,,0.04
f_1,0.06,2.24,0.03,0.02,0.03,0.03,0.05,0.05,0.05,0.07,0.05,,0.08,0.03,0.05,0.06
d_1,0.03,0.04,2.36,0.02,0.02,0.03,0.07,,0.05,0.09,0.06,0.06,0.07,0.04,0.07,0.06
c_1,0.03,0.03,0.02,2.41,0.06,0.02,0.06,0.08,0.04,,0.05,0.05,0.08,0.05,0.06,0.07
b_1,0.03,0.02,0.03,0.04,2.5,0.04,0.04,0.05,0.05,0.05,,0.08,0.09,0.04,,0.08
a_1,0.03,0.02,0.03,0.03,0.02,2.96,0.06,0.05,0.06,0.04,0.07,0.06,0.11,,,0.07
h_1,0.13,0.18,0.08,0.09,0.13,0.08,2.73,0.26,0.18,0.16,0.24,0.17,,0.14,0.2,0.38
d_0,0.1,0.11,,0.3,0.14,0.11,0.24,2.02,0.19,0.24,0.34,0.26,0.43,0.26,0.3,0.35
g_1,0.09,0.09,0.17,0.07,0.09,0.08,0.24,0.21,3.03,0.25,0.15,0.35,0.32,0.23,0.16,
c_0,0.17,0.16,0.16,,0.07,0.12,0.29,0.37,0.21,2.14,0.52,0.33,0.24,0.24,0.17,0.37
b_0,0.13,0.15,0.18,0.09,,0.08,0.26,0.33,0.3,0.27,2.22,0.3,0.37,0.44,0.2,0.45
f_0,0.14,,0.12,0.13,0.18,0.13,0.28,0.31,0.27,0.37,0.22,2.26,0.42,0.22,0.5,0.23
h_0,0.23,0.35,0.2,0.24,0.22,0.12,,0.51,0.49,0.38,0.4,0.36,,0.31,0.31,0.62
a_0,0.14,0.14,0.2,0.09,0.1,,0.33,0.35,0.18,0.28,0.39,0.32,0.49,2.59,,0.25
e_0,,0.14,0.14,0.16,,,0.26,0.41,0.25,0.41,0.22,0.33,0.52,,2.45,0.46
g_0,0.19,0.18,0.35,0.23,0.26,0.15,0.34,0.4,,0.62,0.5,0.42,0.32,0.33,0.42,
