,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.07,1.03,0.9,0.94,0.94,1.03,0.89,1.26,0.95,1.14,0.98,0.99,0.95,1.01,0.92
f_1,0.92,1.0,1.27,1.04,0.96,0.91,0.85,1.07,0.84,1.06,0.86,0.92,0.92,0.9,0.78,0.97
e_1,0.99,0.8,1.0,1.19,1.01,0.99,1.05,0.94,1.04,1.38,1.07,1.11,1.1,0.95,1.08,1.09
c_1,1.09,1.01,0.85,1.0,1.28,0.98,1.05,0.96,0.92,0.71,0.87,0.98,0.92,1.08,1.02,1.01
b_1,1.08,1.0,0.99,0.78,1.0,1.39,1.0,1.07,1.01,0.97,0.99,1.03,0.9,1.1,1.04,1.06
a_1,1.06,1.08,0.97,1.02,0.74,1.0,1.05,1.18,1.02,1.11,1.18,1.04,1.13,1.18,1.03,0.97
h_1,0.97,1.17,0.94,0.98,0.97,0.95,1.0,1.1,0.88,0.93,0.94,0.92,0.99,0.98,0.97,1.09
g_1,1.12,0.96,0.99,1.09,0.93,0.83,0.91,1.0,0.99,0.95,1.01,1.11,0.93,0.86,1.01,0.99
c_0,0.79,1.13,0.96,1.11,1.0,1.0,1.1,0.99,1.0,1.22,1.37,1.0,1.19,0.99,1.08,1.02
d_0,1.02,0.93,0.74,1.39,1.08,0.93,1.07,1.05,0.86,1.0,0.95,1.03,1.0,1.04,1.01,1.07
b_0,0.85,1.13,0.92,1.15,1.05,0.84,1.07,1.0,0.76,1.05,1.0,1.04,1.44,1.12,1.04,1.07
f_0,1.03,1.12,0.87,1.02,0.97,0.94,1.06,0.88,0.97,0.97,0.99,1.0,0.99,1.03,1.28,0.89
a_0,0.99,1.05,0.94,1.12,1.12,0.89,1.06,1.06,0.87,0.96,0.71,0.98,1.0,1.02,0.95,0.98
h_0,1.01,1.12,1.03,0.9,0.91,0.85,1.03,1.19,1.01,0.98,0.92,0.93,0.96,1.0,0.97,1.08
e_0,0.94,1.28,0.96,1.0,0.96,0.88,1.03,1.02,0.93,0.97,0.99,0.76,1.06,1.04,1.0,0.92
g_0,1.11,1.02,0.93,0.98,0.9,1.0,0.93,1.01,1.01,0.87,0.94,1.11,1.03,0.89,1.05,1.0
