,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.45,3.72,3.27,4.36,4.47,3.91,0.81,1.07,1.48,0.81,0.79,3.98,0.46,0.8,0.63,1.15
e_1,2.57,0.44,4.38,4.47,4.5,4.49,1.18,1.08,1.15,0.87,0.8,1.14,0.62,0.79,0.75,3.1
d_1,4.05,5.06,0.43,4.52,5.16,4.26,1.11,4.36,0.69,0.97,0.73,0.78,0.48,0.99,0.43,0.93
c_1,4.27,4.37,6.85,0.42,3.85,4.83,1.11,0.45,1.76,2.81,0.95,0.84,0.8,0.88,0.51,0.68
b_1,5.24,5.2,4.97,2.45,0.4,6.59,1.63,1.01,1.28,1.14,4.01,1.04,0.66,0.95,0.79,0.76
a_1,7.91,5.65,6.42,6.7,2.7,0.32,3.33,1.2,3.53,0.99,1.56,1.23,1.02,4.71,0.78,1.22
h_1,5.47,5.73,5.02,5.64,5.4,3.44,0.35,0.87,1.59,1.23,1.04,0.95,1.67,0.96,0.74,1.05
d_0,6.33,2.7,28.17,7.16,4.95,5.03,1.89,0.44,2.06,1.47,1.33,1.13,0.9,1.16,0.97,1.16
g_1,5.77,5.72,5.67,5.64,6.23,4.89,1.18,1.48,0.32,1.09,1.25,1.02,0.73,1.26,3.09,1.07
c_0,5.89,6.15,2.69,23.63,6.64,6.3,1.91,1.34,1.57,0.43,1.16,1.07,1.02,1.04,0.96,1.39
b_0,7.18,4.65,4.75,7.97,18.7,4.78,2.02,1.24,1.75,0.64,0.43,0.98,0.89,1.22,0.84,0.8
f_0,21.29,5.07,6.12,4.89,6.46,7.03,2.27,1.12,0.94,1.08,1.11,0.38,0.84,1.13,0.66,0.98
h_0,6.33,6.78,7.12,8.41,9.64,5.32,5.08,1.75,1.86,1.28,1.37,1.29,3.11,1.34,1.05,1.02
a_0,6.86,9.5,5.08,6.58,10.56,17.96,2.68,2.1,2.28,1.4,0.72,1.33,1.05,0.37,1.5,1.94
g_0,8.15,6.68,8.07,8.74,7.64,8.94,1.8,1.57,,1.5,1.72,1.72,0.93,1.33,3.1,1.15
e_0,10.3,14.49,6.96,8.22,8.45,7.58,2.0,1.27,2.15,1.51,1.27,0.59,1.1,1.66,1.07,0.34
