,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.34,1.95,2.6,2.12,1.84,0.92,1.16,0.93,0.78,0.7,0.72,0.62,0.69,1.42,0.57
f_1,2.5,0.66,2.05,2.08,1.74,1.8,0.66,1.05,0.75,0.69,0.76,1.35,0.47,0.63,0.68,0.66
d_1,2.32,2.12,0.65,2.15,2.2,2.08,0.89,0.6,1.73,0.84,0.83,0.67,0.6,0.71,0.68,0.44
c_1,1.71,2.15,2.77,0.64,2.4,1.99,1.09,1.02,0.5,1.15,0.81,0.73,0.66,0.98,0.89,0.69
b_1,2.31,2.63,2.1,1.35,0.63,2.89,1.14,1.01,0.84,1.14,1.37,0.84,0.65,0.68,0.82,0.52
a_1,2.75,2.73,2.6,2.65,1.68,0.57,1.45,1.28,0.91,1.09,1.05,0.94,0.96,1.89,0.84,1.0
h_1,2.89,3.24,2.85,2.37,2.09,2.14,0.59,1.24,1.17,0.94,0.86,0.96,1.33,0.82,0.78,0.93
g_1,2.79,2.93,3.23,3.01,2.53,2.6,1.02,0.57,1.17,0.96,1.1,1.25,0.71,0.89,0.69,1.35
d_0,1.77,3.34,4.77,3.33,3.26,2.49,1.33,1.33,0.67,1.04,1.0,1.06,0.83,1.41,0.83,0.74
c_0,2.79,3.24,1.8,7.04,2.87,2.64,1.42,1.36,1.35,0.65,1.18,1.21,0.82,1.03,1.02,0.79
b_0,2.89,2.99,2.37,3.23,9.02,2.76,1.69,1.33,1.08,0.71,0.63,1.0,1.02,1.12,1.01,0.99
f_0,2.82,5.49,3.25,3.17,2.79,2.58,1.38,0.87,1.01,1.09,1.03,0.65,0.84,1.03,1.1,0.66
h_0,3.35,3.58,3.19,3.69,3.81,2.67,2.83,1.82,1.29,1.24,1.27,1.38,1.65,1.42,0.98,1.08
a_0,3.49,3.66,3.24,2.91,5.55,5.01,1.67,1.9,1.37,1.03,0.71,1.27,0.97,0.59,1.06,1.15
e_0,5.27,4.47,3.69,3.19,2.81,4.22,1.54,1.67,1.37,1.18,1.33,0.71,1.25,1.14,0.58,0.82
g_0,3.97,3.67,4.78,3.6,4.15,2.76,1.22,2.3,1.86,1.36,1.35,1.39,0.84,1.22,1.14,1.53
