,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,9.54,10.47,13.13,9.54,9.31,2.14,3.4,2.17,2.13,2.26,9.54,1.48,2.12,2.4,1.66
e_1,5.91,1.14,13.77,10.84,13.84,11.59,2.88,3.8,2.02,2.53,2.36,3.1,1.56,2.99,11.03,1.39
d_1,13.76,15.01,1.13,14.45,12.38,10.1,3.17,2.06,13.06,1.96,2.42,1.89,1.47,2.19,2.31,1.02
c_1,11.96,9.98,17.65,1.14,13.84,11.45,3.73,3.43,1.3,8.85,2.56,2.42,1.46,2.56,1.99,1.9
b_1,17.92,15.39,14.31,6.7,1.15,16.72,5.27,4.64,3.51,3.95,11.89,2.85,2.17,2.36,2.23,2.68
a_1,25.87,23.44,17.38,18.72,11.2,1.15,9.09,7.22,5.05,5.76,7.7,5.11,3.37,24.5,4.3,4.21
h_1,21.48,30.28,23.21,26.36,28.81,25.88,1.91,9.72,5.91,5.44,4.68,5.45,10.37,5.6,4.71,5.27
g_1,37.87,34.27,31.02,39.23,26.89,34.35,6.78,1.92,6.65,5.93,5.7,7.4,3.79,5.76,6.42,5.45
d_0,30.61,17.81,92.19,28.41,44.81,32.02,9.7,11.86,2.68,7.8,6.44,6.36,5.06,7.26,5.98,6.2
c_0,43.21,44.3,17.11,183.06,38.15,39.35,15.81,9.86,9.61,2.58,6.75,6.61,5.99,9.12,8.82,6.87
b_0,35.66,32.15,35.31,74.89,117.62,36.33,11.54,11.67,8.76,3.95,2.52,7.75,6.75,8.17,7.84,5.1
f_0,204.06,38.24,39.99,47.75,39.21,65.14,13.56,7.07,9.11,7.7,8.29,2.53,5.59,6.64,9.54,4.72
h_0,57.39,51.17,47.41,54.02,51.33,48.44,26.69,12.73,14.72,8.59,8.55,8.86,23.61,9.56,8.61,7.9
a_0,58.3,47.8,57.22,102.97,42.77,,12.75,17.5,14.42,10.98,5.16,9.02,7.33,2.86,6.66,5.96
e_0,136.04,125.28,50.29,68.65,46.28,89.95,15.53,12.07,12.36,9.12,14.39,4.82,8.67,10.89,2.92,8.54
g_0,57.39,98.19,65.08,78.45,76.3,85.86,13.14,36.84,15.73,13.79,11.89,12.1,6.64,11.53,12.61,
