,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.57,0.63,0.48,0.46,0.35,0.39,0.56,0.35,0.32,0.3,0.34,0.32,0.23,0.21,0.25
f_1,0.85,0.95,0.53,0.45,0.48,0.33,0.31,0.36,0.3,0.29,0.29,0.21,0.28,0.23,0.17,0.28
c_1,0.5,0.57,0.95,0.53,0.81,0.43,0.36,0.32,0.37,0.25,0.25,0.3,0.31,0.2,0.22,0.26
d_1,0.6,0.69,0.45,0.95,0.46,0.36,0.4,0.3,0.3,0.55,0.37,0.33,0.36,0.3,0.25,0.22
b_1,0.61,0.6,0.51,0.58,0.95,0.72,0.34,0.33,0.33,0.33,0.25,0.34,0.37,0.2,0.22,0.26
a_1,0.68,0.74,0.61,0.68,0.4,0.94,0.47,0.41,0.42,0.42,0.42,0.34,0.39,0.27,0.26,0.3
h_1,0.89,1.18,0.78,0.76,0.67,0.47,0.78,0.49,0.52,0.5,0.46,0.46,0.4,0.4,0.33,0.42
d_0,0.72,0.9,1.34,0.66,0.94,0.55,0.58,0.71,0.47,0.44,0.49,0.49,0.55,0.35,0.41,0.43
g_1,0.79,0.92,0.79,1.13,0.72,0.49,0.53,0.57,0.76,0.59,0.57,0.65,0.48,0.42,0.43,0.3
c_0,1.03,1.04,0.73,0.81,0.59,0.52,0.66,0.57,0.5,0.72,0.89,0.53,0.62,0.51,0.42,0.45
b_0,1.03,1.06,0.96,0.84,0.61,0.54,0.75,0.59,0.52,0.47,0.71,0.56,0.52,0.71,0.39,0.48
f_0,0.76,0.92,0.95,0.9,0.81,0.8,0.61,0.6,0.52,0.62,0.59,0.71,0.56,0.49,0.69,0.41
h_0,1.14,1.33,0.96,0.86,0.77,0.63,0.56,0.54,0.67,0.48,0.58,0.53,0.5,0.41,0.4,0.5
a_0,1.14,1.06,1.13,0.92,0.82,0.56,0.66,0.72,0.57,0.59,0.54,0.54,0.66,0.66,0.47,0.45
e_0,0.86,1.22,1.08,0.98,1.0,0.69,0.69,0.6,0.53,0.65,0.67,0.53,0.69,0.47,0.67,0.5
g_0,1.14,0.91,0.91,1.45,1.04,0.7,0.7,0.58,0.61,0.63,0.57,0.88,0.66,0.5,0.51,0.44
