,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.89,0.42,0.2,0.21,0.14,0.11,0.19,0.11,0.19,0.16,0.18,0.06,0.16,0.12,0.08,0.12
e_1,0.25,0.89,0.19,0.25,0.17,0.12,0.19,0.14,0.37,0.16,0.18,0.17,0.2,0.13,0.06,0.12
d_1,0.23,0.2,0.91,0.14,0.18,0.1,0.2,0.21,0.09,0.36,0.2,0.19,0.2,0.15,0.11,0.16
c_1,0.24,0.19,0.2,0.89,0.35,0.1,0.19,0.15,0.2,0.08,0.13,0.14,0.17,0.13,0.11,0.11
b_1,0.23,0.23,0.19,0.2,0.89,0.28,0.17,0.15,0.18,0.17,0.09,0.15,0.15,0.1,0.09,0.12
a_1,0.3,0.22,0.22,0.24,0.14,0.87,0.21,0.15,0.23,0.21,0.19,0.17,0.23,0.07,0.11,0.09
h_1,0.43,0.25,0.3,0.19,0.2,0.15,0.58,0.22,0.23,0.23,0.19,0.16,0.14,0.13,0.11,0.22
g_1,0.25,0.23,0.43,0.22,0.22,0.14,0.22,0.57,0.18,0.23,0.23,0.32,0.26,0.16,0.12,0.12
d_0,0.31,0.25,0.13,0.49,0.2,0.15,0.22,0.19,0.42,0.15,0.21,0.18,0.27,0.18,0.16,0.17
c_0,0.32,0.29,0.28,0.14,0.18,0.14,0.23,0.19,0.24,0.48,0.45,0.21,0.24,0.2,0.13,0.2
b_0,0.35,0.23,0.29,0.27,0.14,0.12,0.26,0.17,0.23,0.29,0.46,0.21,0.25,0.36,0.16,0.19
f_0,0.23,0.21,0.28,0.22,0.24,0.18,0.29,0.19,0.25,0.29,0.26,0.47,0.29,0.18,0.3,0.19
h_0,0.41,0.25,0.28,0.29,0.2,0.1,0.15,0.27,0.21,0.23,0.21,0.2,0.13,0.17,0.16,0.22
a_0,0.3,0.28,0.25,0.28,0.23,0.09,0.29,0.18,0.26,0.24,0.22,0.22,0.28,0.4,0.15,0.2
e_0,0.41,0.18,0.24,0.27,0.16,0.15,0.29,0.21,0.25,0.28,0.25,0.2,0.26,0.17,0.38,0.16
g_0,0.2,0.27,0.43,0.23,0.22,0.16,0.22,0.16,0.18,0.26,0.2,0.33,0.19,0.14,0.13,0.13
