,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.64,1.01,1.0,0.95,0.9,0.78,0.42,0.32,0.39,0.41,0.38,0.32,0.32,0.25,0.3,0.22
f_1,0.88,0.65,1.07,0.98,0.9,0.77,0.35,0.47,0.31,0.39,0.31,0.37,0.3,0.23,0.28,0.28
e_1,1.03,0.72,0.64,1.11,0.96,0.91,0.48,0.41,0.39,0.46,0.39,0.42,0.37,0.27,0.41,0.32
c_1,1.22,1.02,0.81,0.63,1.04,0.88,0.48,0.43,0.39,0.23,0.33,0.35,0.31,0.31,0.34,0.28
b_1,1.17,1.06,1.0,0.69,0.62,1.13,0.48,0.49,0.44,0.37,0.45,0.39,0.34,0.33,0.38,0.33
a_1,1.26,1.32,1.23,1.23,0.77,0.56,0.61,0.62,0.47,0.54,0.55,0.47,0.58,0.41,0.42,0.36
h_1,1.46,1.79,1.49,1.52,1.47,1.4,0.53,0.71,0.51,0.57,0.52,0.5,0.52,0.5,0.47,0.46
g_1,1.72,1.71,1.69,1.87,1.52,1.27,0.66,0.52,0.61,0.66,0.61,0.61,0.56,0.41,0.55,0.56
c_0,1.22,1.97,1.63,2.1,1.84,1.57,0.83,0.71,0.54,0.85,0.76,0.6,0.66,0.49,0.6,0.49
d_0,2.2,1.72,1.16,2.08,1.79,1.56,0.89,0.84,0.63,0.54,0.6,0.67,0.6,0.52,0.62,0.54
b_0,1.49,2.08,1.62,2.1,2.2,1.42,0.86,0.78,0.47,0.71,0.53,0.66,0.8,0.6,0.59,0.54
f_0,1.82,2.36,1.65,1.8,1.75,1.55,0.85,0.63,0.66,0.68,0.64,0.54,0.58,0.56,0.66,0.41
a_0,2.05,2.11,1.91,2.24,2.34,1.89,0.97,0.94,0.65,0.74,0.48,0.68,0.52,0.57,0.58,0.54
h_0,2.11,2.16,2.07,1.84,1.83,1.56,1.05,1.01,0.79,0.76,0.69,0.71,0.66,0.66,0.67,0.63
e_0,1.89,2.98,2.19,2.07,2.0,1.63,0.89,0.87,0.71,0.78,0.69,0.48,0.67,0.6,0.51,0.51
g_0,2.21,2.34,2.0,2.03,1.95,2.04,0.85,1.11,0.79,0.72,0.72,0.75,0.74,0.54,0.71,0.61
