,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9717.91,3114.46,2677.57,6354.96,10656.46,59521.41,3382807.85,17774055.13,11298407.78,9561604.31,17896916.94,37227169.42,92333217.64,115358336.54,202597351.73,104944266.77
f_1,4559.54,11217.0,2866.19,4573.55,9730.46,47291.89,3303078.37,10450753.28,9845578.56,9972119.51,15701542.85,19045373.19,88199153.45,114482400.72,191742743.34,134301881.43
d_1,2291.53,3479.55,11704.45,3614.41,10274.56,55330.24,3322298.27,6619407.31,19114509.94,11834877.14,22110069.48,42436291.21,116750220.12,135485047.33,226076548.22,291917420.55
c_1,2330.57,2893.59,2629.05,22453.24,20678.64,65911.65,3233340.75,10467922.01,3494990.45,7231603.89,12853004.12,38882044.19,94171644.29,103229240.55,198098942.69,256175911.41
b_1,2713.1,2964.85,2581.02,6232.39,59530.28,96973.48,2765921.58,9491849.35,8651909.78,7071255.34,6645520.34,35244490.59,114711586.74,99372751.72,158777981.87,237222359.2
a_1,2448.86,2835.79,3677.22,5037.46,12416.46,446795.12,3616830.39,9361256.33,9341988.15,8492500.11,20520474.06,33936820.08,130680763.27,45784951.08,186039680.12,207408907.72
h_1,3199.03,4854.53,4019.01,6015.71,11121.0,53063.04,9742973.83,9789065.27,11961703.97,15801889.21,23455391.17,43898225.88,74979317.96,134308484.74,305799303.9,327554479.84
d_0,2885.07,3750.0,2211.28,12142.85,13845.17,71199.29,3741344.32,21238099.44,11297230.9,12363099.32,23304602.8,47387600.78,131918740.95,138625649.51,194546264.61,253009118.82
c_0,3217.21,3918.21,4372.81,3912.63,10198.91,54631.86,4194463.83,13046113.53,23389499.38,13342416.86,46173388.78,52185012.6,153633511.58,205550376.65,242905740.88,284414172.27
g_1,2893.03,3053.41,6266.92,6174.34,11243.57,46939.15,3597427.07,9862222.54,14688793.75,34624966.14,21634777.5,62369761.28,133443004.77,157312285.17,196917544.22,305805157.08
b_0,2370.28,4461.33,3884.43,6744.91,7257.89,46233.15,4639421.1,14201541.28,14197923.61,13331632.93,45338753.08,56645711.7,146657852.59,332242161.79,249686525.45,310202638.13
f_0,2064.52,2596.61,4523.6,7329.94,14442.51,71477.81,4608462.86,11534276.2,13582947.01,14233561.59,22720850.19,105793252.82,134376418.53,160729156.56,276029251.0,706272513.92
h_0,3004.47,4777.86,3952.9,6146.75,14286.75,62641.48,2570899.08,11246248.14,13584114.23,15693244.7,19666861.99,41772225.86,88196415.81,140373101.31,310559592.34,254024332.15
a_0,2913.22,3979.05,4642.33,5364.06,12964.84,38773.63,3646211.08,14929034.48,14832308.78,13150167.14,29408031.33,56704974.32,127875184.82,400891709.75,238283518.77,330736082.63
g_0,2536.12,3492.18,5885.89,5812.01,14853.47,64883.59,3988881.52,10857191.77,10485713.35,8146688.91,20859015.79,72861025.72,134935567.57,96762585.63,135633343.34,347089952.64
e_0,1819.14,3763.17,4901.71,6441.95,16248.03,75868.86,5177603.9,12026879.1,10367872.78,13325036.38,24875766.74,49615416.24,131813222.84,126614872.68,265332068.78,747184376.43
