,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.46,0.52,0.4,0.37,0.3,0.33,0.49,0.28,0.28,0.26,0.29,0.26,0.18,0.15,0.22
f_1,0.74,0.95,0.43,0.36,0.38,0.26,0.24,0.29,0.25,0.25,0.25,0.15,0.25,0.2,0.15,0.23
c_1,0.4,0.46,0.94,0.44,0.65,0.36,0.31,0.28,0.3,0.18,0.21,0.27,0.24,0.18,0.19,0.22
d_1,0.49,0.6,0.37,0.95,0.38,0.29,0.34,0.22,0.26,0.47,0.3,0.27,0.3,0.25,0.21,0.17
b_1,0.5,0.49,0.45,0.49,0.94,0.57,0.28,0.27,0.24,0.27,0.16,0.26,0.32,0.16,0.18,0.21
a_1,0.55,0.6,0.5,0.59,0.35,0.94,0.37,0.33,0.37,0.33,0.34,0.28,0.31,0.18,0.21,0.25
h_1,0.74,1.09,0.67,0.64,0.6,0.39,0.75,0.43,0.44,0.44,0.39,0.43,0.34,0.37,0.28,0.37
d_0,0.62,0.85,1.16,0.49,0.78,0.46,0.52,0.68,0.38,0.4,0.42,0.46,0.48,0.32,0.36,0.36
g_1,0.68,0.78,0.64,1.02,0.7,0.41,0.48,0.54,0.74,0.53,0.47,0.56,0.41,0.35,0.36,0.26
c_0,0.85,0.96,0.61,0.72,0.48,0.45,0.57,0.5,0.45,0.69,0.82,0.46,0.51,0.42,0.34,0.38
b_0,0.9,0.92,0.83,0.77,0.47,0.5,0.67,0.52,0.45,0.41,0.67,0.49,0.42,0.65,0.34,0.44
f_0,0.69,0.77,0.8,0.79,0.71,0.68,0.51,0.54,0.45,0.53,0.54,0.68,0.49,0.41,0.61,0.33
h_0,0.94,1.23,0.82,0.75,0.68,0.53,0.4,0.5,0.58,0.44,0.55,0.46,0.4,0.37,0.36,0.46
a_0,1.03,0.96,0.99,0.77,0.7,0.48,0.56,0.64,0.49,0.53,0.46,0.49,0.6,0.63,0.43,0.43
e_0,0.66,1.11,0.96,0.86,0.89,0.65,0.6,0.53,0.51,0.6,0.6,0.45,0.6,0.4,0.64,0.44
g_0,1.01,0.77,0.76,1.29,0.93,0.62,0.58,0.54,0.49,0.53,0.51,0.78,0.54,0.4,0.41,0.36
