,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.1,2.34,2.7,2.97,3.06,2.53,0.58,0.58,0.54,0.92,0.5,0.79,0.29,0.5,0.54,0.44
e_1,1.87,1.11,2.88,3.38,3.06,2.88,1.08,0.8,0.62,0.92,0.74,1.03,0.47,0.65,0.93,0.62
d_1,3.64,3.98,1.1,3.51,3.65,2.66,0.84,1.17,0.72,0.59,0.6,0.61,0.49,0.63,0.57,0.29
c_1,3.48,3.12,4.32,1.12,3.15,3.06,0.95,0.41,0.84,0.9,0.61,0.68,0.51,0.67,0.64,0.53
b_1,4.0,3.69,3.81,1.95,1.12,4.22,1.23,0.77,1.15,1.19,1.44,0.78,0.62,0.76,0.75,0.65
a_1,7.44,5.48,5.7,4.9,2.91,1.14,1.79,1.24,1.4,1.87,1.39,1.17,0.73,2.06,1.0,0.72
h_1,12.16,10.84,11.34,12.1,10.86,9.62,1.63,2.33,2.46,3.5,2.42,2.06,2.33,2.02,2.11,1.61
d_0,13.77,8.31,19.81,16.88,15.31,14.05,4.6,2.06,3.84,4.27,2.81,3.58,2.27,3.2,3.54,2.73
c_0,16.25,16.61,7.54,20.96,16.23,14.05,4.34,4.3,1.95,4.6,3.26,2.68,2.36,2.9,2.62,1.93
g_1,15.41,14.97,14.76,18.81,15.47,12.6,3.15,3.07,3.09,1.69,3.56,3.03,1.63,2.85,2.58,2.75
b_0,17.99,14.84,13.73,22.63,23.63,17.28,4.48,3.66,1.94,4.18,1.99,2.85,2.31,2.94,2.6,2.0
f_0,27.24,19.47,16.83,18.7,18.12,18.25,5.49,4.3,4.62,3.33,4.62,1.98,2.84,4.2,4.0,1.84
h_0,21.61,19.58,20.19,23.13,20.8,20.56,9.05,4.39,4.5,5.77,4.58,4.59,4.21,4.3,3.74,3.31
a_0,25.62,24.98,18.52,24.59,34.75,31.0,5.93,4.83,3.95,7.44,2.7,4.27,4.67,2.29,3.66,3.28
e_0,34.54,32.05,25.45,25.19,27.87,23.53,6.87,5.61,5.34,7.62,6.3,2.6,4.62,5.51,2.5,3.1
g_0,32.78,28.52,22.68,29.46,26.37,26.39,6.24,6.74,5.82,10.16,6.16,5.01,3.03,6.11,4.93,4.28
