,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,80.49,74.52,91.85,89.52,93.0,14.46,14.82,15.16,30.48,16.85,,6.48,18.62,20.0,9.39
e_1,50.89,1.15,72.79,86.75,70.33,84.91,29.43,20.21,14.17,21.33,19.1,23.38,12.4,17.77,,19.88
d_1,104.54,106.53,1.15,84.41,128.43,78.12,39.24,,24.15,13.33,15.92,18.19,14.0,17.0,22.67,9.66
c_1,87.91,134.15,125.2,1.15,79.84,97.65,21.13,10.11,,23.7,19.76,23.38,18.87,21.72,24.29,13.52
b_1,107.44,88.34,92.06,62.46,1.15,122.06,27.47,23.82,25.08,29.09,,19.64,12.76,23.0,18.89,19.88
a_1,241.75,144.88,223.57,164.37,98.47,1.15,43.37,35.11,28.35,58.18,,37.77,18.08,,28.33,17.79
h_1,107.44,106.53,125.2,141.95,77.74,102.79,2.0,18.03,22.48,27.83,16.37,16.93,,13.48,12.59,11.66
d_0,80.58,54.06,,94.64,75.74,93.0,30.52,2.96,25.08,32.0,15.49,20.46,11.73,18.62,15.45,16.9
c_0,117.21,113.19,55.89,,105.5,97.65,24.24,18.03,2.88,27.83,16.37,14.88,14.97,16.29,20.0,13.52
g_1,107.44,190.63,149.05,107.69,173.76,122.06,25.75,31.76,27.17,2.0,33.71,22.32,13.56,23.0,20.0,
b_0,99.18,84.23,111.79,111.54,,,32.96,26.68,11.64,27.83,3.05,27.28,16.69,24.44,17.0,12.07
f_0,,157.48,120.38,115.67,128.43,102.79,37.45,26.68,18.63,22.07,30.16,3.05,16.07,,30.91,9.94
h_0,87.91,77.06,89.43,104.1,86.88,88.77,,14.19,19.76,32.0,21.22,17.54,,16.29,21.25,12.52
a_0,128.93,226.38,125.2,124.92,268.55,,39.24,35.11,29.64,53.33,18.48,,36.17,2.96,,
e_0,257.87,,223.57,156.15,268.55,122.06,51.5,31.76,54.33,58.18,31.83,16.37,19.73,,3.09,19.88
g_0,148.77,124.9,100.97,120.12,105.5,150.23,20.1,35.11,27.17,,28.65,21.35,12.76,,24.29,
