,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,12379.5,153.66,417.47,289.9,461.17,1189.87,297619.48,225225.94,566174.68,552283.47,1138643.09,,5330356.99,3175294.77,4175669.63,13146954.37
d_1,161.39,12417.48,139.23,175.38,337.63,1746.13,441878.42,480753.46,1235988.12,,1236939.51,1364112.81,5066700.07,3321501.84,4973843.77,8618388.23
e_1,174.96,89.87,16431.21,249.71,357.1,,253999.3,381356.57,617317.04,1338602.24,860701.23,1654944.85,5217841.39,3513031.53,,12953399.69
c_1,210.04,174.78,160.15,20696.43,735.48,1142.86,340479.86,432655.55,,612073.86,973475.72,1244302.26,4873624.12,2879225.36,3305520.7,15575092.61
b_1,153.47,173.76,223.41,264.87,34537.83,3603.4,282887.43,368688.74,484470.21,590563.85,,935367.8,4908177.94,3721203.33,4882469.86,17254071.4
a_1,109.76,161.43,,293.6,449.02,243544.14,400678.69,463174.68,622637.46,452581.85,826449.56,1819008.91,7495951.06,,4690497.75,
h_1,744.69,517.01,760.32,1053.5,1012.0,6385.64,17002712.98,2204122.85,2924731.25,2109052.17,3389137.68,4936809.63,,12985597.19,14123588.46,75134977.57
g_1,354.98,1026.08,637.45,1047.34,1339.67,7393.9,795448.56,26591675.62,2132260.21,2952179.69,3706249.97,6644594.88,17941638.75,11211018.81,15445093.81,
c_0,943.61,903.26,882.4,,1316.06,5484.36,1633894.34,2395646.45,20621453.48,3410964.37,7439818.74,8530223.16,27639821.86,16119627.04,19035034.53,69919688.26
d_0,756.28,,1003.79,2167.57,1747.93,11901.83,1954926.15,2172391.05,2574196.14,21288855.53,7670423.55,6231192.51,22136303.28,15468153.03,15982517.65,46155967.2
b_0,853.07,782.15,1067.56,855.74,,8150.95,2089070.54,2178157.73,3214764.33,2907468.77,39131238.08,4362641.43,33024108.5,32278551.08,18028061.72,54803474.62
f_0,,841.04,809.57,1359.68,1914.06,7499.15,847110.26,1987278.25,2811396.47,4379022.76,5741030.37,45489464.07,29395211.59,18192970.02,52634241.4,74286987.48
h_0,1551.07,1425.84,1629.82,1350.64,2884.4,13349.17,,4451999.99,4262108.36,5567897.72,7038978.25,9318593.33,,13879342.74,30275179.36,145316000.57
a_0,788.02,790.25,1263.82,1372.38,1282.23,,1407121.07,2200690.4,3492495.17,2175960.03,3178777.41,5224026.32,22786357.12,190386294.55,,55370407.11
e_0,980.19,807.44,,936.44,1367.08,10329.71,1833625.91,2607027.02,3723616.18,4639914.77,5648562.79,3829192.09,23137407.44,,243396507.74,55098983.55
g_0,1155.83,1738.65,1534.12,1656.37,2533.22,,1670786.82,,5620292.81,3829941.21,9991099.51,14777502.2,27283416.87,20685301.75,34604152.37,
