,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.14,8.98,9.79,10.94,11.03,14.54,2.18,2.69,2.06,2.28,2.09,8.7,1.02,1.72,1.9,1.89
e_1,5.86,1.14,12.87,11.5,9.1,10.26,3.51,4.07,2.33,2.09,2.36,2.99,1.69,3.01,1.99,7.58
d_1,12.38,13.37,1.14,12.16,9.95,8.43,3.59,2.25,2.34,13.48,2.25,2.26,1.61,2.34,1.0,2.87
c_1,11.34,11.01,15.55,1.14,12.82,15.14,3.93,3.41,9.01,1.32,2.71,2.73,1.99,2.82,1.74,2.6
b_1,18.04,20.13,17.18,7.72,1.15,15.02,3.98,5.28,3.93,3.37,14.56,3.17,2.7,3.67,3.68,2.64
a_1,29.37,28.37,18.68,26.47,10.89,1.15,6.43,5.59,4.36,4.31,6.78,4.38,3.58,36.36,2.33,4.61
h_1,26.68,23.55,23.54,28.64,32.13,24.63,1.9,7.51,4.16,5.73,4.26,5.17,10.14,4.6,4.33,5.5
g_1,34.45,36.01,29.13,33.87,30.95,42.95,6.83,1.92,7.05,8.74,6.78,5.77,4.63,6.45,10.36,7.26
c_0,32.11,41.15,16.68,105.0,59.02,42.95,9.98,11.08,2.6,7.89,6.86,5.65,5.07,7.55,4.5,6.56
d_0,38.27,15.8,98.2,37.5,43.76,36.94,10.72,15.36,10.64,2.73,7.02,5.96,5.01,6.06,5.43,6.43
b_0,42.57,31.21,32.42,48.46,158.62,31.84,9.04,9.52,3.89,8.86,2.53,6.68,4.73,10.0,4.68,6.56
f_0,172.23,36.01,34.72,35.0,49.76,36.22,11.42,8.78,7.21,7.19,8.91,2.55,5.53,7.14,3.76,6.31
h_0,59.2,52.01,45.83,53.39,54.0,42.95,31.0,18.27,10.82,13.2,11.26,9.96,25.06,9.3,8.14,7.93
a_0,70.17,45.12,50.54,53.39,76.91,,18.87,15.02,13.24,13.77,5.15,9.13,7.22,2.7,7.28,8.52
g_0,90.21,70.66,61.37,73.26,68.59,48.61,13.56,52.0,10.14,12.21,9.95,14.42,5.76,11.43,21.38,11.0
e_0,88.12,162.83,67.39,60.58,72.51,55.97,18.08,13.25,10.3,12.44,13.27,4.61,8.19,8.0,11.4,2.71
