,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.48,0.25,0.18,0.18,0.15,0.15,0.21,0.18,0.14,0.17,0.17,,0.22,0.17,0.13,0.22
e_1,0.14,1.5,0.14,0.14,0.14,0.13,0.26,0.18,0.28,0.22,0.22,0.18,0.2,0.18,,0.19
d_1,0.16,0.19,1.51,0.16,0.16,0.14,0.24,0.14,,0.33,0.16,0.23,0.21,0.12,0.16,0.18
c_1,0.14,0.21,0.18,1.56,0.26,0.15,0.16,0.17,0.18,,0.21,0.21,0.18,0.16,0.15,0.27
b_1,0.18,0.16,0.17,0.15,1.61,0.22,0.19,0.17,0.25,0.26,,0.23,0.25,0.12,0.2,
a_1,0.23,0.2,0.16,0.14,0.16,1.73,0.26,0.28,0.17,0.25,0.22,,0.21,,0.17,0.19
h_1,0.5,0.28,0.35,0.36,0.35,0.25,1.62,0.44,0.53,0.54,0.44,0.45,,0.3,0.45,0.65
g_1,0.4,0.38,0.52,0.39,0.36,0.24,0.45,1.73,0.45,0.54,0.42,0.6,0.4,0.49,0.45,
d_0,0.57,0.48,,0.75,0.37,0.41,0.58,0.47,1.43,0.33,0.52,0.47,0.65,0.42,0.52,0.48
c_0,0.54,0.48,0.41,,0.39,0.26,0.55,0.36,0.75,1.37,0.8,0.58,0.74,0.35,0.59,0.5
b_0,0.58,0.39,0.51,0.47,,0.26,0.55,0.57,0.62,0.5,1.47,0.5,0.73,0.66,0.36,0.47
f_0,,0.49,0.35,0.35,0.41,,0.6,0.57,0.69,0.55,0.51,1.47,0.56,0.54,0.76,0.63
h_0,0.8,0.58,0.65,0.65,0.48,0.44,,0.81,0.66,0.6,0.61,0.64,,0.59,0.44,1.04
a_0,0.47,0.49,0.54,0.4,0.57,,0.59,0.53,0.68,0.77,0.41,0.57,0.64,1.61,0.53,0.51
e_0,0.49,,0.58,0.59,0.42,0.39,0.54,0.46,0.51,0.6,0.67,0.48,0.99,0.5,1.55,0.65
g_0,0.53,0.56,0.95,0.43,,0.6,0.46,,0.7,0.85,0.88,0.78,0.64,0.76,0.5,
