,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.69,0.77,0.85,0.51,0.42,0.43,2.2,5.62,2.17,2.58,2.95,3.12,3.82,2.89,0.96,4.45
f_1,1.0,6.01,0.68,0.54,0.52,0.71,1.96,2.78,2.21,2.83,2.85,0.91,4.42,2.54,2.24,3.24
c_1,0.6,0.62,6.11,0.63,1.09,0.43,1.96,3.22,2.17,0.45,2.36,2.96,4.77,2.97,3.09,3.5
d_1,0.53,0.54,0.44,6.36,0.73,0.57,2.91,0.71,2.49,6.2,3.01,3.04,4.72,3.17,3.17,4.9
b_1,0.58,0.51,0.61,0.65,7.33,1.27,1.7,2.84,1.77,2.78,0.48,3.08,4.5,2.94,3.53,4.14
a_1,0.8,0.63,0.53,0.59,0.5,10.19,2.24,2.38,1.91,2.93,3.69,2.68,4.79,0.88,3.33,5.44
h_1,0.84,1.67,0.8,1.23,0.91,0.79,17.22,4.85,5.47,5.45,4.55,5.27,2.24,5.42,3.13,9.14
d_0,1.0,1.16,2.01,0.24,1.11,0.88,4.47,12.2,3.33,4.17,5.6,5.06,6.28,6.53,6.5,5.96
g_1,0.9,1.01,0.87,1.63,0.94,0.93,3.34,4.12,18.99,5.68,5.83,8.22,6.8,4.98,5.1,4.2
c_0,1.04,1.27,0.44,1.36,1.02,1.0,4.77,4.72,3.87,14.83,11.79,5.57,9.14,5.3,7.05,7.71
b_0,1.12,1.09,1.15,1.32,0.38,0.95,3.56,5.47,4.01,5.41,16.44,6.03,8.09,11.62,7.71,7.86
f_0,0.86,0.53,1.23,1.2,1.22,1.16,4.39,6.5,3.62,5.01,6.62,17.13,8.06,4.44,13.35,11.17
h_0,0.9,1.51,1.1,1.0,0.99,0.87,2.24,5.46,5.64,5.48,5.59,6.23,3.07,6.09,5.36,9.54
a_0,1.14,1.15,1.19,1.34,0.9,,4.11,6.83,3.01,6.62,4.25,5.11,7.69,23.46,6.5,7.43
e_0,0.27,1.08,1.37,1.22,1.14,1.52,4.89,5.76,3.47,4.78,6.01,4.64,8.37,5.45,24.32,11.06
g_0,0.86,0.83,0.91,1.9,1.2,1.1,3.36,3.9,1.4,5.01,5.76,7.85,7.2,5.4,6.12,3.29
