,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,6.25,12.27,11.82,12.8,11.12,3.92,2.04,2.91,1.66,1.85,2.56,1.88,1.92,9.46,2.1
f_1,10.5,1.14,9.61,11.95,13.67,10.76,2.13,2.41,3.3,2.16,2.77,6.41,1.04,2.73,2.07,1.66
c_1,9.88,13.84,1.14,20.8,11.04,9.16,2.81,1.39,3.98,9.56,2.26,2.9,1.75,2.21,2.02,1.4
d_1,13.26,11.46,14.15,1.13,12.46,13.94,3.34,13.14,2.22,2.42,2.18,2.55,1.78,1.98,2.66,1.24
b_1,16.68,14.83,6.97,13.14,1.14,16.22,4.73,3.28,4.92,4.34,14.78,2.58,2.64,3.04,3.46,2.68
a_1,26.91,24.34,25.38,21.62,9.23,1.15,5.58,4.29,6.46,3.26,6.87,3.95,3.54,25.25,3.53,3.7
h_1,29.73,33.61,27.94,28.82,27.61,25.7,1.92,4.79,10.49,6.06,5.37,4.75,8.33,6.97,4.13,5.79
d_0,16.76,34.94,35.75,93.89,35.65,36.65,13.61,2.63,11.23,6.95,6.95,6.58,5.9,6.12,7.05,5.2
g_1,37.62,35.29,40.55,24.34,37.55,47.12,7.61,9.05,1.91,7.56,7.48,5.97,3.83,7.62,7.76,9.45
c_0,36.15,40.56,158.33,16.77,43.32,40.39,12.12,11.55,10.85,2.71,7.48,6.49,5.12,6.52,5.88,6.9
b_0,30.72,37.95,58.33,31.9,117.33,29.98,11.41,7.44,11.03,4.03,2.59,6.49,5.31,8.6,6.58,4.38
f_0,36.15,110.28,44.93,37.77,43.32,42.11,16.87,8.93,7.44,10.37,7.48,2.66,6.25,12.24,8.82,4.08
h_0,49.16,56.02,58.33,46.28,48.55,53.49,29.85,11.55,17.3,10.74,10.75,11.15,13.28,9.18,8.08,5.36
a_0,52.67,57.85,59.38,44.41,67.05,,16.51,15.95,15.24,9.27,6.42,10.26,7.87,2.81,10.21,6.9
e_0,118.94,78.42,49.63,50.55,52.15,44.98,14.11,12.18,13.91,13.3,10.75,5.13,8.02,7.09,2.77,7.18
g_0,67.04,56.02,59.38,65.72,62.58,53.49,12.93,19.71,33.68,13.02,11.82,11.93,6.44,13.47,11.76,16.32
