,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.36,2.44,2.07,2.05,1.79,0.81,0.85,0.85,0.65,0.55,0.72,0.47,0.49,0.84,0.43
f_1,2.2,1.06,2.17,1.68,2.03,1.67,0.53,0.61,0.73,0.54,0.57,0.68,0.35,0.51,0.45,0.58
c_1,1.91,2.35,1.06,2.73,2.26,1.97,0.91,0.44,0.91,0.94,0.65,0.65,0.5,0.51,0.54,0.55
d_1,2.5,2.86,2.27,1.06,2.03,1.68,0.92,1.16,0.58,0.74,0.65,0.65,0.57,0.65,0.59,0.32
b_1,2.76,2.61,1.55,2.64,1.06,2.85,0.97,0.69,0.84,1.02,1.13,0.71,0.65,0.74,0.57,0.48
a_1,3.27,3.82,2.78,3.42,1.74,1.07,1.39,1.08,1.46,1.03,1.01,0.83,0.79,1.18,0.81,0.73
h_1,5.32,6.8,5.57,5.02,5.99,4.39,1.33,1.66,2.02,1.6,1.37,1.75,1.83,1.54,1.34,1.25
d_0,3.97,6.67,7.0,8.39,6.78,5.6,2.58,1.48,2.09,2.19,1.97,1.83,1.75,1.66,1.87,1.51
g_1,6.0,6.69,5.39,6.74,6.65,4.78,2.24,2.33,1.34,2.05,1.84,2.07,1.24,1.8,1.68,1.5
c_0,6.92,7.89,9.32,4.01,6.66,5.08,2.46,2.54,2.1,1.44,2.34,1.92,1.77,1.76,1.72,1.44
b_0,7.69,8.29,9.28,6.31,9.6,5.3,3.04,2.37,2.36,1.29,1.5,1.88,1.42,2.34,1.58,1.76
f_0,6.7,12.15,7.62,7.01,7.14,7.03,2.61,2.14,1.99,2.14,2.01,1.47,1.75,1.83,2.11,1.04
h_0,9.17,9.91,9.18,7.56,7.4,7.21,3.98,2.64,3.42,2.37,2.81,2.52,2.52,1.94,2.06,1.79
a_0,11.25,9.67,11.23,7.72,11.53,9.36,3.04,3.18,3.48,2.59,1.7,2.4,2.27,1.59,2.39,2.29
e_0,11.91,13.59,11.2,9.72,11.75,10.13,3.87,2.79,3.08,2.93,2.99,1.7,2.52,2.22,1.58,2.0
g_0,11.34,9.8,10.62,12.42,11.68,9.82,3.79,3.44,5.31,3.24,2.88,4.0,2.19,2.98,2.92,2.81
