,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.43,0.32,0.46,0.39,0.23,0.34,0.32,0.59,0.33,0.32,0.33,0.37,0.23,0.2,0.26
f_1,0.66,0.91,0.38,0.36,0.33,0.21,0.33,0.27,0.37,0.32,0.31,0.22,0.32,0.22,0.15,0.25
d_1,0.44,0.45,0.92,0.29,0.33,0.25,0.33,0.31,0.29,0.59,0.42,0.32,0.35,0.25,0.24,0.27
c_1,0.38,0.41,0.35,0.91,0.59,0.25,0.38,0.25,0.34,0.21,0.24,0.32,0.32,0.21,0.21,0.26
b_1,0.41,0.46,0.38,0.36,0.9,0.43,0.37,0.3,0.35,0.33,0.23,0.36,0.31,0.18,0.26,0.24
a_1,0.43,0.44,0.41,0.42,0.29,0.89,0.38,0.35,0.41,0.35,0.36,0.35,0.35,0.23,0.25,0.3
h_1,0.42,0.56,0.46,0.37,0.38,0.21,0.65,0.43,0.34,0.36,0.32,0.34,0.28,0.22,0.23,0.36
g_1,0.4,0.41,0.61,0.34,0.38,0.22,0.36,0.64,0.33,0.4,0.34,0.49,0.35,0.25,0.29,0.24
d_0,0.41,0.44,0.3,0.68,0.42,0.29,0.38,0.32,0.57,0.26,0.33,0.36,0.37,0.24,0.22,0.26
c_0,0.47,0.5,0.48,0.33,0.3,0.26,0.35,0.35,0.41,0.58,0.63,0.35,0.42,0.34,0.25,0.32
b_0,0.49,0.48,0.46,0.43,0.31,0.21,0.38,0.38,0.43,0.42,0.55,0.39,0.42,0.44,0.26,0.3
f_0,0.41,0.38,0.49,0.44,0.36,0.28,0.44,0.34,0.46,0.39,0.37,0.53,0.39,0.28,0.5,0.34
h_0,0.5,0.56,0.47,0.37,0.37,0.24,0.31,0.4,0.34,0.39,0.3,0.35,0.3,0.25,0.21,0.38
a_0,0.49,0.51,0.48,0.35,0.35,0.23,0.39,0.33,0.39,0.4,0.39,0.32,0.43,0.49,0.26,0.28
e_0,0.38,0.51,0.52,0.34,0.36,0.28,0.43,0.33,0.38,0.42,0.41,0.41,0.39,0.25,0.5,0.35
g_0,0.39,0.41,0.62,0.38,0.37,0.24,0.34,0.3,0.33,0.43,0.35,0.51,0.37,0.25,0.3,0.24
