,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.01,0.96,0.9,0.88,0.81,0.34,0.37,0.42,0.32,0.34,0.38,0.23,0.31,0.3,0.28
e_1,0.71,0.65,1.11,0.96,0.98,0.86,0.43,0.44,0.45,0.38,0.34,0.41,0.29,0.32,0.44,0.32
c_1,1.04,0.85,0.64,1.08,1.08,0.88,0.45,0.26,0.4,0.36,0.32,0.33,0.31,0.32,0.34,0.27
d_1,1.05,1.15,1.0,0.63,1.01,0.74,0.39,0.44,0.31,0.4,0.37,0.3,0.27,0.32,0.31,0.2
b_1,1.21,0.98,0.69,1.13,0.62,1.24,0.54,0.38,0.47,0.48,0.53,0.4,0.31,0.35,0.37,0.31
a_1,1.4,1.18,1.11,1.35,0.72,0.56,0.68,0.49,0.63,0.46,0.69,0.49,0.42,0.51,0.42,0.36
h_1,1.69,1.51,1.6,1.67,1.48,1.27,0.54,0.6,0.74,0.6,0.57,0.58,0.51,0.49,0.5,0.51
d_0,1.58,1.21,2.04,1.87,1.74,1.43,0.79,0.56,0.74,0.57,0.6,0.56,0.52,0.58,0.58,0.55
g_1,1.91,1.72,1.83,1.8,1.71,1.22,0.65,0.69,0.51,0.65,0.61,0.64,0.44,0.53,0.57,0.56
c_0,1.88,1.88,2.46,1.21,1.76,1.5,0.81,0.88,0.68,0.54,0.69,0.61,0.58,0.63,0.58,0.53
b_0,1.8,1.93,2.47,1.53,2.14,1.4,0.8,0.73,0.79,0.46,0.51,0.68,0.59,0.67,0.51,0.57
f_0,2.24,1.92,1.97,2.08,1.64,1.51,0.79,0.81,0.59,0.71,0.67,0.52,0.53,0.59,0.68,0.42
h_0,2.03,2.22,2.0,1.89,1.9,1.46,0.89,0.79,0.99,0.66,0.69,0.66,0.67,0.63,0.64,0.58
a_0,2.07,2.09,2.16,1.93,2.2,2.0,0.91,0.81,1.0,0.64,0.5,0.75,0.59,0.52,0.72,0.51
e_0,2.59,2.21,2.02,2.01,1.9,1.92,0.94,0.8,0.74,0.71,0.74,0.46,0.63,0.63,0.51,0.61
g_0,2.26,2.06,2.3,2.37,2.17,1.74,0.77,0.8,1.01,0.78,0.74,0.8,0.55,0.75,0.69,0.64
