,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10261.96,1181.22,1128.33,2715.74,3768.2,14468.45,975066.73,1858341.29,4766881.03,12040114.51,9189780.29,15237848.19,29765105.99,51272210.31,21078497.01,118942249.38
f_1,1747.2,10598.67,1382.58,2580.97,3853.27,15585.94,987934.43,1684557.18,4671530.4,4916232.07,8689159.19,1939421.71,30265686.37,52917165.9,42807422.8,112334084.54
d_1,970.76,1311.65,12421.01,1752.59,3896.76,15793.29,1175951.85,2256462.07,9418921.74,1146147.67,9829997.2,15696699.2,29287623.56,55967097.23,57700084.1,146268386.35
c_1,1165.91,893.07,1254.46,30376.87,6958.5,14293.28,945322.51,1832416.24,530546.62,6580030.12,9266388.59,14446852.04,22660668.75,54191609.95,61920306.57,163516318.72
b_1,1109.62,1037.15,1491.45,2180.64,48953.18,32996.8,944516.84,1964956.12,4648726.82,4811105.81,1565937.17,14257729.25,18125672.58,67160719.43,58734883.62,134569292.97
a_1,1048.85,1178.83,1009.64,3017.56,3414.4,296431.92,1111734.98,1839260.15,6110978.95,5177001.04,8782581.41,15016892.16,9484380.73,59363361.95,48153753.43,153935342.86
h_1,1637.51,2785.17,2285.03,4552.17,4848.49,25744.74,6537701.76,4232263.47,8729741.2,8387982.45,15206447.64,25683310.67,58931017.31,31732968.59,109465513.42,219199211.39
g_1,1751.72,1760.68,3171.13,4970.43,5071.2,22021.31,1527525.09,14805119.41,9291118.0,8930564.7,12515511.9,36037067.02,42181759.65,94685471.43,136494133.36,100973838.39
c_0,1947.11,1935.31,2522.37,2436.61,6513.05,19276.7,2051641.61,4141093.11,25578386.04,9760406.41,27661851.89,33156054.89,52524142.31,105851809.52,133475726.51,298611656.2
d_0,1910.21,1705.64,642.84,10947.33,6520.57,23034.7,1683749.25,3903099.26,6472273.82,28218247.43,16023819.89,28525534.27,46805212.7,120228270.93,117319346.23,253305060.09
b_0,1857.8,2211.78,2192.83,5387.79,2252.63,19648.84,2280199.33,3894599.48,7993245.64,9055032.5,47865578.72,26292848.19,144066218.9,128006839.42,152543687.44,328472821.82
f_0,1709.88,588.09,2668.92,5340.68,6343.65,29921.56,2065923.2,3578473.78,10839089.9,10698245.41,24116004.81,80745643.71,72620928.27,128811431.94,269263446.27,295358299.64
a_0,1985.24,2304.41,2828.5,4742.11,4761.98,8845.83,2004652.04,3928354.61,9870247.79,7266875.87,17138889.24,31333068.92,205383814.81,123488950.97,126272596.22,236219385.45
h_0,1505.39,2893.33,2493.64,4288.82,6513.91,21522.09,777550.03,4490530.44,9245587.9,10815264.97,14163119.4,17889577.55,63646383.02,40676461.28,131621143.81,320725466.51
e_0,924.27,3065.34,2111.42,4306.82,7126.21,34658.44,2191245.5,3188447.28,8493104.94,9972919.65,15478784.33,17505329.58,58235218.06,129643329.89,525121767.83,303490381.85
g_0,1437.16,1939.13,3113.13,4698.66,6717.86,19345.51,1980258.55,1957686.58,10924102.37,7580112.88,19289051.12,34198698.12,65011013.87,109180482.77,115467741.5,
