,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,102.47,18.74,15.05,18.5,27.91,88.33,1677.99,2855.75,4259.39,4755.89,5827.03,,20630.77,15699.77,24984.23,42122.28
e_1,10.14,103.86,15.61,13.99,32.74,56.66,1978.02,2086.23,7010.47,5130.37,5245.43,11573.04,22855.43,17793.99,,44139.26
d_1,8.97,10.61,125.94,17.49,33.01,91.34,1374.56,2163.96,,7455.22,5047.2,8839.44,19190.55,17028.56,18932.84,43460.17
c_1,12.35,12.84,10.0,145.34,51.61,57.75,1469.87,2421.48,2579.36,,4056.34,7964.49,19085.25,19142.83,18397.33,33467.57
b_1,8.9,8.21,8.8,11.29,223.18,,1710.86,1745.97,4134.11,4126.25,,5490.31,14863.43,12820.34,19358.46,28334.7
a_1,7.17,8.06,6.43,11.55,,542.35,1055.5,1551.07,1818.88,2415.25,3158.14,4318.17,11612.96,,,
h_1,6.65,4.7,7.41,7.25,13.38,37.03,2746.67,1995.59,2610.71,2299.49,2213.06,3833.78,,8000.21,9990.61,24974.36
g_1,4.42,4.31,9.09,7.27,10.84,31.45,537.41,4352.47,1419.07,1736.79,2597.5,4596.79,8138.03,6036.54,9929.4,
d_0,5.46,3.67,,13.27,12.4,40.2,641.04,1256.33,4688.48,1760.76,1788.68,3101.7,9053.42,6128.77,11654.73,16781.1
c_0,4.33,4.55,5.0,,7.9,29.53,624.61,1420.91,1826.95,4932.42,3741.03,3569.86,10818.13,7232.84,6483.13,20176.34
b_0,4.76,4.68,6.13,6.26,,25.45,600.03,894.82,1723.72,1350.4,5736.19,3679.91,9468.97,11463.15,8956.82,14302.71
f_0,,2.95,5.2,6.11,8.58,31.51,526.13,689.25,1945.88,1316.22,2193.95,8157.73,5809.34,7962.19,12250.29,13101.83
h_0,4.29,3.55,5.6,6.02,7.98,25.39,,1133.88,1585.02,1431.13,1681.75,2334.51,,6211.97,6427.66,16070.52
a_0,3.63,3.38,4.09,4.22,6.74,,525.58,747.06,1033.96,1072.38,1268.41,1981.03,4975.89,15085.34,6947.48,9500.58
e_0,2.19,,3.03,3.7,6.44,,343.73,713.57,1112.91,1545.73,1252.34,1720.91,7240.25,4220.56,18616.81,11264.64
g_0,2.55,2.99,4.97,4.39,7.49,,341.39,,1074.36,1063.52,1121.7,3227.09,5011.31,6019.37,5967.4,
