,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.2,0.58,0.39,0.57,0.43,0.33,1.04,1.88,1.0,0.71,1.17,0.94,1.42,0.94,1.08,0.4
f_1,0.94,2.23,0.48,0.41,0.41,0.35,0.85,0.95,0.89,0.56,0.95,0.35,1.0,0.75,0.8,0.41
d_1,0.5,0.54,2.4,0.37,0.35,0.35,0.94,0.39,2.03,0.93,1.08,1.18,1.35,0.75,1.27,0.85
c_1,0.49,0.53,0.49,2.48,0.75,0.29,0.89,1.04,0.28,0.62,0.64,0.98,0.94,0.87,1.07,0.84
b_1,0.47,0.61,0.48,0.41,2.64,0.72,0.85,1.08,1.06,0.68,0.37,0.69,1.17,0.52,0.99,0.8
a_1,0.47,0.58,0.51,0.53,0.41,3.08,0.95,1.06,0.87,0.81,0.84,0.82,1.23,0.31,1.15,0.92
h_1,0.56,0.88,0.56,0.55,0.52,0.45,2.88,1.29,1.11,1.27,1.13,1.12,0.93,0.74,1.82,0.92
d_0,0.67,0.58,0.35,1.11,0.56,0.4,1.05,2.37,0.96,0.85,1.16,1.18,1.53,0.83,1.31,0.89
c_0,0.67,0.69,0.66,0.35,0.41,0.5,1.28,1.36,2.55,0.89,2.4,1.43,1.72,1.22,1.45,0.87
g_1,0.62,0.46,0.94,0.62,0.41,0.33,1.01,1.18,1.32,3.53,1.19,2.02,1.29,0.89,0.55,1.07
b_0,0.62,0.67,0.78,0.6,0.33,0.34,1.17,1.13,1.15,0.98,2.82,1.25,1.7,2.03,1.57,1.0
f_0,0.42,0.33,0.73,0.69,0.72,0.49,1.06,1.31,1.33,1.11,1.3,2.82,1.7,0.95,1.45,2.48
h_0,0.57,0.92,0.66,0.64,0.45,0.48,0.52,1.28,1.18,1.25,1.44,0.84,0.79,0.82,1.79,0.98
a_0,0.65,0.63,0.74,0.61,0.63,0.22,1.27,1.45,1.2,0.92,1.27,1.16,1.6,3.1,1.16,0.88
g_0,0.39,0.5,1.03,0.64,0.63,0.42,1.06,1.05,1.28,0.51,1.28,2.0,1.57,1.05,0.96,1.32
e_0,0.28,0.79,0.56,0.71,0.61,0.56,1.12,1.37,1.08,0.8,0.99,1.34,1.73,0.8,1.28,3.2
