,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.16,0.95,0.79,0.63,0.72,0.92,0.69,0.6,0.62,0.71,0.6,0.52,0.75,0.62
f_1,1.16,1.0,1.05,0.99,0.95,0.93,0.52,0.62,0.67,0.58,0.65,0.59,0.52,0.51,0.48,0.54
c_1,0.86,0.96,1.0,1.19,1.28,0.79,0.73,0.51,0.75,0.49,0.56,0.62,0.61,0.54,0.5,0.55
d_1,1.05,1.01,0.84,1.0,1.03,0.87,0.75,0.84,0.6,0.86,0.6,0.58,0.68,0.57,0.56,0.46
b_1,1.26,1.05,0.78,0.98,1.0,1.46,0.66,0.66,0.65,0.66,0.59,0.66,0.67,0.64,0.6,0.52
a_1,1.58,1.08,1.26,1.15,0.69,1.0,0.87,0.73,0.75,0.77,0.85,0.66,0.82,0.87,0.58,0.69
h_1,1.31,1.95,1.37,1.36,1.47,1.13,1.0,0.88,1.26,0.87,0.89,0.9,0.65,0.8,0.57,0.94
d_0,1.06,1.67,1.97,1.28,1.48,1.3,1.19,1.0,1.02,0.91,0.95,0.88,0.78,0.81,0.89,0.81
g_1,1.44,1.47,1.36,1.73,1.53,1.31,0.8,0.98,1.0,0.99,0.99,1.19,0.74,0.91,0.84,1.11
c_0,1.7,1.74,1.84,1.16,1.5,1.35,1.17,1.11,0.96,1.0,1.48,1.04,1.03,0.79,1.02,0.9
b_0,1.56,1.64,1.81,1.56,1.68,1.14,1.12,1.01,1.04,0.68,1.0,0.99,0.95,1.47,1.01,0.81
f_0,1.37,1.68,1.62,1.61,1.57,1.52,1.18,1.19,0.82,0.97,1.05,1.0,0.87,0.8,1.5,0.85
h_0,1.63,2.02,1.64,1.54,1.54,1.22,1.52,1.26,1.39,1.01,1.09,1.11,1.0,0.93,0.91,1.02
a_0,1.9,2.0,1.84,1.77,1.63,,1.22,1.17,1.03,1.27,0.7,1.12,1.05,1.0,1.04,0.96
e_0,1.43,2.17,2.03,1.78,1.63,1.64,1.73,1.07,1.16,0.98,1.01,0.68,1.18,0.91,1.0,1.11
g_0,1.64,1.86,1.85,2.2,1.96,1.46,1.04,1.18,0.96,1.14,1.2,1.2,0.95,1.03,0.95,1.0
