,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,0.71,0.59,0.8,0.6,0.62,0.28,0.38,0.31,0.27,0.31,0.38,0.22,0.28,0.25,0.26
e_1,0.46,0.41,0.71,0.79,0.76,0.64,0.33,0.4,0.35,0.3,0.34,0.39,0.28,0.36,0.4,0.26
d_1,0.76,0.76,0.39,0.68,0.57,0.62,0.36,0.26,0.45,0.33,0.31,0.29,0.23,0.25,0.27,0.18
c_1,0.62,0.53,0.83,0.39,0.88,0.61,0.38,0.35,0.21,0.37,0.28,0.32,0.24,0.28,0.27,0.27
b_1,0.77,0.69,0.74,0.4,0.36,0.78,0.39,0.38,0.29,0.42,0.38,0.3,0.28,0.33,0.3,0.31
a_1,0.81,0.72,0.63,0.71,0.42,0.3,0.44,0.4,0.36,0.34,0.43,0.27,0.27,0.44,0.29,0.29
h_1,0.67,0.65,0.64,0.58,0.58,0.56,0.24,0.38,0.31,0.26,0.26,0.26,0.27,0.25,0.27,0.27
g_1,0.67,0.62,0.69,0.67,0.6,0.58,0.28,0.22,0.27,0.27,0.27,0.32,0.2,0.25,0.32,0.21
d_0,0.6,0.43,0.76,0.75,0.76,0.58,0.33,0.4,0.24,0.28,0.26,0.29,0.25,0.29,0.32,0.27
c_0,0.78,0.76,0.4,0.95,0.61,0.53,0.42,0.32,0.4,0.22,0.34,0.25,0.26,0.3,0.33,0.24
b_0,0.66,0.57,0.53,0.9,0.81,0.57,0.37,0.32,0.32,0.17,0.21,0.29,0.26,0.3,0.28,0.24
f_0,0.77,0.55,0.6,0.64,0.66,0.69,0.39,0.23,0.31,0.3,0.28,0.2,0.23,0.24,0.36,0.17
h_0,0.75,0.59,0.63,0.68,0.54,0.54,0.37,0.35,0.3,0.25,0.26,0.27,0.3,0.26,0.27,0.25
a_0,0.69,0.58,0.65,0.66,0.59,0.62,0.35,0.35,0.33,0.27,0.17,0.26,0.22,0.19,0.27,0.22
e_0,0.95,0.7,0.6,0.65,0.55,0.66,0.34,0.24,0.27,0.24,0.26,0.15,0.21,0.25,0.18,0.21
g_0,0.66,0.62,0.66,0.62,0.59,0.58,0.28,0.4,0.31,0.31,0.27,0.31,0.19,0.27,0.27,0.29
