,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.38,3.27,4.51,3.24,4.01,1.81,2.61,1.89,1.66,1.6,1.42,1.43,1.54,,1.16
f_1,4.76,0.41,3.26,3.78,3.2,3.76,1.32,2.26,1.59,1.65,1.54,,1.04,1.37,1.97,1.48
d_1,4.02,3.91,0.4,3.81,3.73,3.6,1.86,1.25,,1.79,1.66,1.38,1.34,1.67,1.63,0.97
c_1,3.08,3.07,4.1,0.38,4.17,3.46,1.95,2.49,1.01,,1.65,1.34,1.36,1.94,2.08,1.58
b_1,4.28,4.08,3.21,2.08,0.37,5.6,2.18,1.71,1.61,2.25,,1.54,1.43,,2.0,0.95
a_1,3.24,3.3,3.6,3.46,2.24,0.31,2.32,2.11,1.38,2.11,1.66,1.85,1.69,,,
h_1,2.12,2.02,2.15,1.71,1.59,1.58,0.26,1.03,0.81,0.69,0.82,0.69,,0.69,0.73,0.96
g_1,1.68,1.79,2.31,1.84,2.01,1.85,0.66,0.24,0.97,0.79,1.14,1.44,0.6,0.76,0.49,
d_0,0.98,1.83,,1.9,1.66,1.49,1.0,0.83,0.29,0.76,0.66,0.67,0.66,1.1,0.66,0.56
c_0,1.58,1.57,1.15,,1.58,1.44,0.95,0.82,0.8,0.29,0.81,0.71,0.54,0.64,0.79,0.57
b_0,1.7,1.88,1.47,1.71,,1.76,1.06,0.79,0.72,0.4,0.27,0.66,0.69,0.92,0.97,0.73
f_0,1.86,,1.64,1.8,1.8,1.55,0.98,0.43,0.71,0.85,0.66,0.27,0.53,0.79,0.73,0.41
h_0,1.18,1.24,1.16,1.41,1.16,1.13,,0.78,0.52,0.66,0.55,0.78,,0.68,0.42,0.57
a_0,1.76,1.67,1.76,1.53,,,0.86,1.08,0.69,0.62,0.47,0.79,0.54,0.22,,
e_0,,1.66,1.82,1.38,1.4,,0.84,1.06,0.72,0.71,0.68,0.42,0.76,,0.23,0.46
g_0,1.5,1.31,1.52,1.07,1.49,,0.47,,0.79,0.68,0.64,0.77,0.32,,0.57,
