,d_1,f_1,e_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
d_1,13068.45,3349.11,2923.41,3019.12,6369.98,24957.87,3611234.53,3800668.64,17610111.4,7225761.69,21301039.54,28344329.17,74915503.15,103580881.89,125214982.4,242932879.01
f_1,2425.3,12984.13,6315.36,4195.6,5583.59,21199.28,3264682.36,8142853.46,9612411.18,6476751.89,16619739.85,8791232.16,83831143.02,68691407.77,63753152.79,206119379.09
e_1,2406.63,3086.79,16752.52,4680.46,7167.32,21223.12,2682571.58,16784544.1,8939067.55,7638313.81,15314166.07,24653577.75,87184138.97,90233754.23,50366761.65,264727202.7
c_1,3002.27,2356.47,3125.05,20989.37,13734.35,14895.01,3111891.12,8541635.85,3514694.61,7551699.92,12418106.13,25199503.29,74479568.18,91249516.44,118336815.97,277045863.91
b_1,2828.72,2621.37,2939.17,4470.04,41569.07,45324.41,3369949.13,9645734.0,6905939.88,7697240.64,7351900.81,25102897.9,65260991.88,55121816.03,125440371.76,199159323.29
a_1,2919.14,3792.19,3081.49,4120.14,4702.63,185510.41,3179173.62,7592068.41,8803507.72,8046200.06,17099511.18,25064763.84,89185488.71,45611668.46,100039787.59,281521822.71
h_1,3617.5,4784.46,3538.97,5065.2,8014.86,27767.72,10822722.54,8998304.91,11519537.28,11357998.15,18835541.1,29729968.54,54150570.23,98550518.49,153756353.99,362632313.06
d_0,1201.67,3044.43,3725.39,9728.84,9464.45,35324.71,3770477.77,21350755.65,9048938.85,8850795.36,22885709.41,27024827.2,101690712.47,110306913.18,116129022.64,352317747.43
c_0,4121.82,3549.21,4175.29,3144.88,7457.77,29613.43,4752477.8,10449360.47,23570514.17,10453814.09,39657858.19,36712339.28,97200393.12,146788032.62,143638907.44,318569141.93
g_1,5364.2,2908.4,2981.36,5154.99,9437.21,25513.15,3492458.58,8550924.53,10780223.69,32305276.06,19613394.54,52508986.68,98215919.62,81133204.2,153480969.48,230794416.93
b_0,3602.76,3812.33,3974.01,5511.79,3851.92,20816.35,4908052.63,9743400.39,13045361.14,11133400.9,49706359.68,33934379.15,122230889.49,235452732.54,174884778.14,363327677.04
f_0,4607.92,1766.86,3496.19,5573.97,10155.07,20359.56,3653906.5,8688186.28,14542937.43,11270174.87,22488712.41,73713914.51,115159681.01,108731100.14,344239602.83,301986640.65
h_0,3462.82,4729.43,3403.07,4859.45,8734.21,31440.83,2288887.45,10121125.7,12512507.0,14511254.76,23270581.95,31608118.39,52674916.47,122707103.42,138771560.63,450099840.08
a_0,4163.61,3578.95,4171.68,5598.09,6843.78,11813.65,4912103.01,11028507.37,12394801.25,9904523.35,25078195.31,26722130.63,109252870.0,339313046.68,156426975.47,326162861.22
e_0,3731.0,3623.44,3039.43,4833.04,11035.45,22691.9,3931362.99,10579720.32,15954227.86,10146569.38,18880710.26,37170340.03,129220632.44,132427600.61,432674261.78,421147565.42
g_0,6021.01,3107.86,2855.22,4946.35,9866.17,30695.95,3427195.47,7850176.82,11707064.63,7148719.33,22313566.68,49857017.66,91925710.28,105526946.95,176129017.67,271284665.52
