,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,10270.47,2865.19,4987.43,6627.45,7946.29,29609.81,2881451.56,7708058.84,17430594.98,16330536.25,21070081.78,24977537.39,92407542.18,137089808.63,79780431.38,290818947.08
f_1,5129.49,10625.76,4423.58,5065.07,6123.45,26785.89,2720915.25,6164548.66,9209378.91,14240597.82,12341778.42,22946159.94,95187465.17,123056335.16,66883995.6,235779317.89
d_1,2218.53,3119.29,23144.34,4675.45,7397.75,38347.75,2875155.12,7085337.54,4277385.53,36234329.66,18733240.49,26230817.48,89966652.14,119757622.21,160598522.85,277750242.06
c_1,2393.17,2767.41,4977.55,24792.54,14811.28,27644.21,2905412.26,6456183.52,8950047.99,6948063.6,18279944.7,17206877.93,98822484.73,94630485.94,120052448.54,278308709.29
b_1,2498.05,2726.61,4603.57,5493.11,38227.36,64912.63,2917912.69,7675391.58,9544693.9,17050265.12,23165652.26,12211703.01,92529230.04,92862759.03,152834375.96,251191901.3
a_1,2725.44,3049.35,5322.73,5682.1,7124.66,238699.88,2426658.96,6420302.86,9380668.31,18385840.31,20861542.27,27332326.89,128638836.55,81833991.03,115645640.29,294704681.85
h_1,2925.91,4420.76,7093.98,5472.09,9427.85,36006.23,8079183.16,12488834.75,10102431.51,21639048.21,25236282.84,28456336.46,77731448.2,168195303.34,189671157.23,419157498.76
g_1,2809.62,2956.92,10510.46,6256.22,8157.1,39823.44,3057613.27,25604227.99,8819597.6,20917193.69,41110963.46,31559375.4,120697563.03,165395900.67,202732951.69,247903046.7
d_0,2804.47,3498.5,3225.14,13908.96,10573.72,42785.69,3224563.89,8862091.47,22709485.37,14677416.17,25539035.04,32647457.3,99924501.56,121256624.13,169688353.16,346584682.5
c_0,2978.94,4004.22,6779.34,3999.4,7467.6,45184.28,3617767.56,9823560.79,11981493.4,43087893.0,27587841.53,63563492.04,123895810.14,173071181.81,242540871.48,411086751.35
f_0,2671.73,2395.36,7115.52,7192.23,9643.43,38262.77,3678508.18,10477380.02,11330657.03,23644823.04,56514782.59,33267260.03,141979615.2,175260491.92,424922683.74,396292516.84
b_0,3270.72,3866.89,6482.38,7087.52,5177.94,34965.93,3605466.33,8778018.01,12400633.98,17558072.11,30812512.84,59578934.01,134397114.86,332824628.51,206933750.38,470148283.49
h_0,2992.71,4996.94,6901.99,7505.1,8560.71,30948.14,2738806.2,11547667.04,9725252.36,20464767.01,25537853.11,29731960.52,77814518.82,146462552.18,183514978.74,469661067.42
a_0,3033.86,4236.97,7499.22,6321.32,9097.36,15021.69,4329362.11,8621316.13,10089745.21,23393503.6,34273629.06,27126646.38,168126493.92,403006645.66,202993990.43,413305377.38
e_0,2175.36,3504.17,7262.64,7980.91,10017.54,46893.96,3912944.93,10161726.04,11774245.95,23172561.09,22104603.81,30009402.42,126825778.62,148611423.61,465518691.24,402955920.03
g_0,2745.87,2663.04,10335.29,7068.42,9520.32,37226.45,3910163.87,7615877.83,10692499.31,20067689.44,40929420.05,29052773.23,117958933.14,136781658.54,202234289.15,292948116.43
