,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.36,1.87,1.37,1.49,1.39,2.86,4.8,2.95,2.98,3.53,3.8,4.02,3.7,2.71,3.93
f_1,2.21,2.48,1.48,1.44,1.28,1.17,2.41,3.37,2.88,3.28,3.33,2.42,3.37,3.13,2.35,3.82
c_1,1.22,1.53,2.55,1.5,2.43,1.4,2.63,2.65,2.7,1.87,2.23,3.11,3.91,3.04,3.18,4.05
d_1,1.53,1.59,1.2,2.58,1.43,1.46,2.99,2.75,2.92,5.01,3.79,3.48,3.93,3.76,3.52,3.6
b_1,1.3,1.59,1.27,1.46,2.76,2.78,3.02,2.83,2.89,3.48,2.47,3.1,4.71,2.72,3.66,4.17
a_1,1.47,1.85,1.68,1.48,1.17,3.29,3.34,3.14,2.62,3.03,3.9,3.34,4.42,2.82,3.96,4.02
h_1,1.41,2.04,1.68,1.6,1.5,1.32,4.34,2.88,3.37,2.7,3.22,2.98,3.88,3.37,3.74,5.18
d_0,1.3,1.49,2.47,1.08,1.75,1.57,3.39,4.28,3.02,2.51,3.09,3.37,4.23,2.97,3.69,4.05
g_1,1.52,1.35,1.47,2.3,1.4,1.26,3.02,2.73,4.72,3.43,3.49,4.34,3.43,3.34,3.79,3.78
c_0,1.78,1.61,1.56,1.47,1.15,1.45,3.4,3.72,3.26,4.39,5.16,3.37,4.26,4.01,3.56,4.41
b_0,1.49,1.53,1.96,1.67,1.4,1.14,3.05,3.44,3.03,3.04,4.51,3.3,4.26,6.1,4.07,4.53
f_0,1.33,1.51,1.73,1.56,1.6,1.59,3.63,3.36,3.02,3.76,3.69,4.79,4.27,3.85,6.1,3.95
h_0,1.46,2.02,1.57,1.78,1.24,1.31,2.76,2.97,3.82,3.52,3.37,3.55,3.75,3.49,3.58,5.07
a_0,1.62,1.56,1.65,1.63,1.71,1.07,3.1,3.69,3.07,3.42,2.71,3.46,3.99,5.03,3.81,4.32
e_0,1.36,1.96,1.8,1.53,1.49,1.49,3.49,3.07,3.09,3.35,3.18,3.12,4.91,3.26,5.24,4.46
g_0,1.37,1.62,1.45,2.17,1.47,1.5,2.59,2.86,2.74,3.49,3.41,4.63,4.64,3.52,3.96,3.96
