,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.21,3.23,3.31,3.15,2.83,1.41,1.17,1.19,0.95,0.94,1.02,0.85,0.86,1.52,0.63
f_1,3.8,1.07,2.85,3.55,3.09,2.6,0.85,1.31,0.92,0.92,0.9,1.84,0.5,0.8,0.96,0.65
d_1,3.9,3.91,1.07,3.1,3.31,2.91,1.24,0.93,1.97,1.16,1.04,0.83,0.87,0.91,0.74,0.51
c_1,3.45,3.22,4.71,1.07,3.71,3.99,1.15,1.46,0.71,1.87,1.03,0.9,0.83,0.72,0.79,1.03
b_1,4.04,4.33,4.09,2.39,1.07,3.79,1.52,1.56,1.23,1.31,1.83,1.07,0.92,1.11,1.13,0.72
a_1,5.37,6.49,5.07,4.71,3.22,1.07,2.36,1.64,1.6,1.65,1.88,1.56,1.08,,1.41,1.06
h_1,7.3,10.33,6.39,9.01,6.82,5.81,1.38,3.3,2.0,1.75,1.96,1.81,3.12,1.65,1.4,1.95
g_1,9.79,8.8,8.17,8.55,7.05,6.63,2.66,1.38,2.99,2.36,2.23,2.29,1.6,2.67,1.75,3.16
d_0,4.86,10.17,13.26,10.21,9.37,7.42,4.16,3.81,1.62,2.21,2.54,2.29,1.95,2.32,2.85,2.2
c_0,9.61,9.71,5.55,17.98,9.03,7.05,4.31,3.09,3.4,1.64,3.16,3.13,2.28,2.51,2.1,2.07
b_0,9.05,10.0,8.6,12.89,25.91,7.74,4.02,3.37,3.33,1.71,1.59,2.13,2.95,3.05,2.66,2.68
f_0,9.41,21.2,12.22,11.71,10.92,7.99,4.88,2.65,3.01,2.51,3.26,1.66,2.21,3.3,2.97,2.18
h_0,10.27,14.9,10.83,11.48,11.6,10.37,7.24,4.61,3.89,3.67,2.84,3.4,4.3,2.57,2.77,3.01
a_0,13.0,12.85,14.04,16.65,12.71,,6.14,5.74,4.24,3.76,2.16,3.51,3.6,1.68,3.64,3.15
e_0,19.9,15.45,15.55,13.07,12.65,10.82,5.56,5.7,3.8,4.68,3.62,2.25,4.12,3.65,1.67,2.93
g_0,15.49,15.03,16.35,13.57,15.85,13.72,3.99,7.29,4.21,4.29,3.58,3.93,2.9,2.98,3.99,4.49
