,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.39,1.86,2.47,2.21,1.66,0.81,0.91,0.78,0.62,0.57,0.65,0.47,0.52,0.82,0.47
f_1,2.41,1.06,2.08,2.05,1.73,1.66,0.59,0.82,0.64,0.56,0.6,0.79,0.36,0.49,0.49,0.46
d_1,2.61,2.16,1.05,2.17,2.16,1.88,0.73,0.53,1.02,0.73,0.69,0.56,0.49,0.54,0.53,0.33
c_1,1.78,2.44,2.72,1.06,2.48,2.05,0.99,0.87,0.46,0.85,0.65,0.67,0.55,0.7,0.68,0.5
b_1,2.28,2.83,2.42,1.49,1.06,2.89,0.96,0.88,0.74,0.97,1.04,0.73,0.56,0.62,0.7,0.51
a_1,3.47,3.72,3.24,3.2,1.87,1.07,1.38,1.4,0.97,1.06,1.11,0.93,0.87,1.5,0.81,0.86
h_1,5.75,6.24,5.99,5.05,4.94,4.16,1.32,2.43,1.91,1.67,1.55,1.46,1.48,1.43,1.3,1.32
g_1,6.13,6.66,7.16,6.43,5.78,4.54,1.79,1.32,2.07,1.8,1.74,1.92,1.09,1.56,1.38,1.5
d_0,4.2,6.3,8.71,7.13,6.62,4.9,2.53,2.36,1.5,1.86,1.78,1.79,1.52,2.2,1.69,1.4
c_0,6.67,7.57,4.18,9.81,6.29,5.22,2.77,2.43,2.77,1.46,2.19,2.04,1.42,1.88,1.57,1.29
b_0,7.44,7.32,5.75,8.54,10.26,5.48,3.03,2.94,2.28,1.39,1.48,2.15,1.88,1.88,1.57,1.52
f_0,6.98,10.34,7.79,7.06,7.03,5.83,2.92,1.93,2.27,2.21,1.92,1.49,1.74,1.89,2.04,1.09
h_0,9.02,10.41,9.33,9.61,9.61,7.69,4.73,3.89,2.84,2.72,2.58,2.67,2.44,2.55,2.19,2.08
a_0,10.03,10.05,8.96,9.28,12.56,8.29,4.17,3.99,2.87,2.41,1.74,2.78,2.27,1.57,2.32,2.13
e_0,12.31,13.03,9.81,8.72,7.73,8.55,3.88,3.35,3.25,3.08,3.21,1.55,2.68,2.54,1.55,1.68
g_0,11.41,12.6,14.22,10.93,11.42,7.96,3.16,5.33,4.09,3.39,3.27,3.57,1.97,2.92,2.71,3.01
