,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.07,9.18,11.61,8.36,6.95,9.42,3.34,2.28,2.46,,2.26,2.87,2.89,1.82,2.08,1.47
f_1,9.4,1.07,11.47,6.78,8.04,9.76,2.23,4.1,2.92,2.82,2.67,,2.26,1.43,3.16,2.04
e_1,9.44,5.82,1.07,9.81,8.96,9.41,3.92,5.27,2.48,3.17,2.98,3.71,2.9,2.15,,2.47
c_1,13.92,13.31,9.13,1.07,11.95,8.1,4.67,3.52,,1.62,1.94,3.22,2.14,2.6,2.5,2.16
b_1,15.65,11.31,12.78,6.75,1.07,9.17,5.31,5.06,4.35,3.13,,3.08,2.36,2.64,1.97,2.62
a_1,12.71,18.29,14.2,13.64,8.62,1.07,6.59,4.62,4.58,3.67,4.85,4.41,,3.42,4.31,4.0
h_1,12.96,16.68,13.62,13.63,12.3,10.03,1.41,4.77,5.04,3.46,3.53,3.08,3.73,,3.37,3.06
g_1,19.0,15.73,16.67,14.03,12.82,19.0,4.3,1.41,4.55,5.62,4.81,4.84,4.31,3.57,4.93,
c_0,11.07,13.77,17.28,,13.48,12.79,4.74,6.01,1.7,5.5,4.6,3.15,4.37,2.83,3.84,3.19
d_0,,13.3,9.4,17.44,13.09,14.76,6.48,5.44,4.04,1.8,4.47,4.63,5.08,3.23,3.66,2.53
b_0,18.65,16.66,16.64,31.22,,13.46,5.16,4.25,3.25,4.58,1.71,4.7,4.48,3.86,,3.51
f_0,15.59,,16.26,16.6,20.91,13.89,8.42,4.9,5.93,4.34,4.9,1.74,4.48,3.69,5.1,2.86
a_0,17.56,22.41,19.14,22.64,29.3,,8.17,9.17,5.61,4.96,4.72,6.43,1.7,3.81,,4.11
h_0,15.2,19.72,14.63,14.08,17.27,16.35,,5.08,5.71,4.89,5.53,6.31,4.18,,3.49,3.37
e_0,31.11,22.0,,23.97,24.25,14.0,10.89,6.69,6.61,6.88,,3.15,,6.58,1.75,4.3
g_0,16.79,21.34,16.92,21.19,19.01,13.38,5.5,,6.06,9.67,6.48,4.81,6.15,3.58,4.78,
