,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.34,0.26,0.22,0.25,0.31,0.3,0.55,0.54,1.12,0.51,0.69,0.54,0.69,0.64,,0.46
f_1,0.39,2.37,0.3,0.27,0.28,0.22,0.55,0.57,0.54,0.58,,0.63,0.75,0.55,0.57,0.88
d_1,0.28,0.27,2.5,0.24,0.33,0.26,0.55,0.52,,1.05,0.56,0.58,0.88,0.49,0.56,0.61
c_1,0.25,0.3,0.3,2.63,0.44,0.24,0.42,0.51,0.48,,0.65,0.53,0.8,0.8,0.76,0.86
b_1,0.27,0.27,0.19,0.22,2.74,0.4,0.62,0.6,0.61,0.75,0.71,,0.84,0.53,0.56,0.74
a_1,0.25,0.36,0.3,0.35,0.24,3.39,0.5,,0.61,0.71,,0.59,,,,0.95
h_1,0.49,0.6,0.57,0.67,0.5,0.56,3.67,1.5,1.21,1.3,0.95,0.87,,0.81,1.2,1.73
g_1,0.54,0.5,0.72,0.38,0.41,,0.82,4.09,1.03,0.94,2.24,1.4,1.37,0.99,1.4,
d_0,0.51,0.64,,1.03,0.72,0.61,1.27,1.12,3.4,1.57,1.45,1.19,1.81,1.29,1.24,1.53
c_0,0.66,0.58,0.52,,0.59,0.62,1.09,1.44,1.05,3.58,1.51,2.28,1.81,1.47,1.01,1.88
f_0,0.47,,0.58,0.69,0.4,,1.5,0.76,1.5,1.28,3.8,1.83,1.66,1.55,2.74,2.07
b_0,0.68,0.57,0.62,0.64,,0.66,1.21,1.1,1.63,1.1,1.2,3.86,1.75,2.04,1.52,1.57
h_0,0.92,0.95,0.66,0.83,0.65,,,1.63,1.81,1.49,1.78,1.69,,1.34,1.17,2.3
a_0,0.6,0.6,0.82,0.49,0.57,,1.37,1.34,1.29,0.93,1.34,1.22,2.21,4.37,1.69,1.36
e_0,,0.75,0.53,0.42,0.67,,1.56,1.12,1.38,1.62,0.91,1.27,1.96,1.59,4.53,1.88
g_0,0.88,0.67,1.23,0.74,0.67,0.6,1.64,,1.53,1.43,1.45,1.49,2.01,2.13,1.57,
