,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.18,0.92,1.75,2.03,1.72,2.1,0.51,0.51,0.39,0.32,0.44,0.32,0.23,0.32,0.93,0.26
f_1,1.61,0.18,1.74,1.51,1.52,1.45,0.41,0.51,0.33,0.35,1.16,0.39,0.17,0.38,0.28,0.29
d_1,2.12,1.65,0.16,1.69,2.28,1.74,0.42,0.29,1.46,0.32,0.29,0.33,0.24,0.26,0.39,0.13
c_1,1.7,1.65,2.43,0.14,1.7,1.33,0.42,0.69,0.17,1.51,0.28,0.36,0.21,0.36,0.4,0.2
b_1,1.58,1.84,1.64,0.95,0.13,1.86,0.5,0.65,0.3,0.37,0.46,1.39,0.3,0.4,0.32,0.29
a_1,1.75,2.26,1.54,2.06,0.91,0.09,0.54,0.51,0.4,0.31,0.51,0.34,0.24,1.16,0.28,0.36
h_1,0.84,1.0,1.05,1.07,0.85,0.85,0.07,0.28,0.19,0.2,0.16,0.22,0.55,0.17,0.15,0.13
g_1,0.83,1.11,0.79,1.23,0.9,1.29,0.21,0.06,0.22,0.17,0.2,0.18,0.12,0.17,0.21,0.39
d_0,0.44,1.16,2.2,0.99,0.99,1.07,0.28,0.35,0.08,0.23,0.18,0.18,0.15,0.2,0.18,0.18
c_0,1.05,1.22,0.44,3.64,0.87,0.81,0.28,0.28,0.2,0.07,0.17,0.24,0.17,0.26,0.18,0.18
f_0,0.8,2.76,0.8,0.9,0.83,0.92,0.27,0.14,0.18,0.19,0.06,0.17,0.13,0.19,0.14,0.13
b_0,0.9,0.95,0.78,1.21,2.24,0.85,0.27,0.22,0.22,0.1,0.14,0.06,0.14,0.19,0.21,0.13
h_0,0.81,1.01,0.75,0.85,0.99,1.04,0.75,0.31,0.18,0.19,0.19,0.15,0.35,0.15,0.17,0.15
a_0,0.8,1.36,1.04,0.75,1.02,2.6,0.33,0.22,0.18,0.17,0.16,0.1,0.14,0.05,0.14,0.12
e_0,2.06,1.06,0.88,0.76,1.0,1.3,0.23,0.19,0.22,0.22,0.08,0.17,0.15,0.14,0.05,0.12
g_0,1.18,0.86,0.89,0.84,0.91,0.81,0.21,0.75,0.2,0.18,0.15,0.19,0.12,0.22,0.15,0.47
