,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.93,0.15,0.09,0.11,0.07,0.06,0.08,0.05,0.08,0.07,0.06,,0.06,0.05,,0.05
e_1,0.1,0.93,0.1,0.11,0.09,0.06,0.06,0.06,0.1,0.06,0.06,0.07,0.06,0.04,,0.03
d_1,0.11,0.09,0.93,0.09,0.09,0.08,0.08,0.05,,0.11,0.05,0.06,0.06,0.04,0.05,0.04
c_1,0.11,0.12,0.09,0.93,0.17,0.09,0.09,0.05,0.07,,0.04,0.06,0.06,,0.04,0.05
b_1,0.16,0.12,0.1,0.08,0.93,0.11,0.08,0.08,0.06,0.07,,0.05,0.07,0.04,0.05,0.05
a_1,0.16,0.13,0.11,0.1,0.09,0.93,0.1,0.08,0.09,0.06,0.06,,0.08,,0.05,0.06
h_1,0.34,0.34,0.27,0.24,0.2,0.13,0.71,0.25,0.19,0.12,0.17,0.16,,0.13,0.14,0.2
g_1,0.29,0.25,0.44,0.32,0.25,0.21,0.16,0.71,0.17,0.19,0.15,0.2,0.2,0.12,0.15,
d_0,0.38,0.38,,0.5,0.3,0.2,0.27,0.21,0.58,0.23,0.21,0.2,0.14,0.13,0.11,0.18
c_0,0.37,0.36,0.35,,0.28,0.21,0.28,0.21,0.19,0.59,0.38,0.18,0.24,0.12,,0.14
b_0,0.37,0.36,0.36,0.39,,0.19,0.28,0.24,0.22,0.19,0.58,0.22,0.23,0.29,0.15,0.19
f_0,,0.28,0.44,0.37,0.37,,0.25,0.2,0.26,0.24,0.2,0.58,0.26,0.18,0.29,0.14
h_0,0.54,0.53,0.47,0.56,0.37,0.28,,0.32,0.42,0.24,0.26,0.24,,0.19,0.17,0.31
a_0,0.35,0.41,0.4,,0.46,,0.29,0.22,0.28,0.24,0.14,0.23,0.26,0.58,0.15,0.18
e_0,,,0.37,0.4,0.45,0.29,0.3,0.21,0.37,,0.24,0.17,0.26,0.26,0.57,
g_0,0.6,0.75,0.78,0.45,0.37,0.29,0.26,,0.28,0.3,0.31,0.3,0.27,0.31,,
