,d_1,e_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,e_0,g_0
d_1,12751.76,4722.48,5882.15,5464.65,13326.59,38262.35,7010015.91,10178726.43,15656222.37,33684130.68,40501932.42,44649757.56,144731701.78,172922976.48,204780018.53,264765266.21
e_1,3578.19,13869.36,6170.71,8297.58,14042.11,48096.17,7262913.19,27700541.18,15240993.46,16134524.1,32503254.8,37463142.94,152464175.11,136538370.95,99018799.31,215170331.06
f_1,4671.21,8471.95,15604.75,6242.03,10145.76,40456.01,6116054.85,15943471.19,13645893.9,17927200.61,21631752.72,33842219.19,123461856.71,150417121.57,102021280.06,187351343.33
c_1,4503.72,4764.2,5095.41,19344.05,24664.96,34488.45,6578319.31,16556200.26,12352558.11,10738843.13,32954170.23,26137849.3,139793877.21,134282778.46,161168878.29,274320893.87
b_1,4558.69,4766.33,4781.41,6974.08,48519.35,82991.39,7159765.69,12904356.54,12790151.03,17346510.35,34076965.48,24968107.88,116651451.45,110794218.13,176047962.36,281196444.02
a_1,4564.02,4890.78,5443.75,6333.47,14853.98,195363.3,7158999.03,16856156.07,18732227.3,21118019.99,40477283.52,41629306.32,145054614.84,92164924.38,197454554.45,226229749.72
h_1,5280.56,5494.86,8605.94,7198.44,13798.98,36194.71,14993855.31,17229774.27,21905627.11,20243032.76,34921827.21,37203186.5,107327340.74,182584166.0,186851496.39,296168657.89
d_0,3700.7,5366.7,5932.39,12756.91,17913.09,47657.13,7588107.96,25649549.35,13544455.9,13264268.87,37459760.31,33106110.75,140287894.13,130039609.37,188821926.58,237657167.53
g_1,7686.9,4709.81,5145.37,6792.55,14217.62,39009.21,6362526.33,17448357.27,39891079.19,20091324.92,57095250.84,40819765.98,159499522.48,206178035.64,246133610.92,197965444.21
c_0,5960.21,5458.01,7142.62,5786.74,10556.85,41681.88,8446345.72,18243168.4,17638076.3,35910208.66,38356747.87,80020722.87,168001107.58,211498795.96,236426127.38,300724638.41
f_0,5931.84,4552.18,4922.72,7862.53,17227.14,50603.65,7364764.99,19248650.2,18022309.76,20196132.95,69271079.75,38471134.15,161232921.37,191496140.44,398200695.42,259930641.63
b_0,5920.56,5703.09,7186.92,8177.27,7781.92,33048.7,7310093.13,19071899.9,15834607.4,20041763.42,41316034.63,72548787.27,170562841.82,366881306.1,212183348.23,259263744.92
h_0,6097.64,5505.37,8467.84,7282.98,13286.49,43787.21,5299030.93,17575125.02,19273259.43,19244895.92,36608131.42,38945466.21,113195316.4,162581607.04,183159202.09,323520484.84
a_0,5944.6,5314.73,7395.1,7243.6,13696.77,26037.2,8598465.05,17543067.55,16931613.02,23516678.74,44589585.21,36010797.39,158126987.07,357952859.23,246601318.07,257975045.2
e_0,6782.77,2840.2,7135.06,7692.34,16383.47,45700.0,8801750.4,17394100.45,16076432.67,21196004.47,39154324.69,39785584.13,174089459.41,192943775.54,415662411.51,291111658.45
g_0,8276.63,4543.92,5379.24,7004.09,14339.41,47661.34,7091181.38,14407583.36,12858799.15,19862167.3,63551801.11,43421342.47,150350860.67,168653317.25,201542963.16,247223437.32
