,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,0.99,1.52,1.54,2.52,20.02,27.36,46.48,29.2,49.19,39.64,81.66,109.91,,134.7
f_1,1.36,1.0,1.25,1.5,1.14,3.29,14.33,23.05,24.92,37.72,,43.94,55.78,89.21,116.18,102.68
d_1,1.01,0.8,1.0,0.93,1.04,2.16,16.6,18.61,,45.22,36.76,42.95,76.91,82.79,65.82,64.75
c_1,0.66,0.67,1.08,1.0,1.46,2.38,15.69,15.64,19.72,,28.44,31.88,72.49,88.69,81.41,99.86
b_1,0.65,0.88,0.96,0.69,1.0,3.03,11.43,17.67,22.8,34.04,33.52,,61.56,61.24,83.39,86.68
a_1,0.4,0.3,0.46,0.42,0.33,1.0,6.44,9.02,9.28,13.78,16.72,20.02,22.23,,,35.6
h_1,0.05,0.07,0.06,0.06,0.09,0.16,1.0,1.53,1.68,1.6,1.85,2.8,,4.47,5.44,10.73
g_1,0.04,0.04,0.05,0.06,0.06,0.11,0.65,1.0,0.94,1.56,2.08,2.17,1.7,3.17,3.65,
d_0,0.02,0.04,,0.05,0.04,0.11,0.6,1.06,1.0,1.12,1.36,1.35,2.24,3.25,3.44,4.13
c_0,0.03,0.03,0.02,,0.03,0.07,0.63,0.64,0.9,1.0,1.53,1.64,1.93,2.62,2.26,2.86
f_0,0.02,,0.03,0.04,0.03,0.06,0.54,0.48,0.74,0.65,1.0,0.93,1.49,2.08,3.08,2.33
b_0,0.03,0.02,0.02,0.03,,0.05,0.36,0.46,0.74,0.61,1.07,1.0,1.74,2.61,,2.72
h_0,0.01,0.02,0.01,0.01,0.02,0.04,,0.59,0.45,0.52,0.67,0.58,,1.07,1.23,1.99
a_0,0.01,0.01,0.01,0.01,0.02,,0.22,0.32,0.31,0.38,0.48,0.38,0.93,1.0,,1.56
e_0,,0.01,0.02,0.01,0.01,,0.18,0.27,0.29,0.44,0.33,,0.81,,1.0,1.11
g_0,0.01,0.01,0.02,0.01,0.01,0.03,0.09,,0.24,0.35,0.43,0.37,0.5,0.64,0.9,
