,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.67,0.91,1.32,1.61,1.45,1.44,0.67,0.69,0.69,0.48,0.6,0.48,0.44,0.5,0.68,0.42
f_1,1.54,0.66,1.41,1.27,1.26,1.08,0.55,0.66,0.51,0.49,0.69,0.53,0.32,0.45,0.41,0.48
d_1,1.61,1.49,0.65,1.35,1.57,1.36,0.59,0.45,0.79,0.6,0.47,0.5,0.43,0.42,0.51,0.26
c_1,1.32,1.61,1.85,0.63,1.64,1.11,0.66,0.77,0.33,0.77,0.48,0.49,0.42,0.52,0.53,0.38
b_1,1.51,1.69,1.51,0.99,0.62,1.71,0.8,0.83,0.54,0.68,0.64,0.89,0.53,0.6,0.51,0.5
a_1,1.81,2.4,1.69,2.26,1.07,0.56,0.97,0.79,0.72,0.66,0.74,0.73,0.56,0.89,0.53,0.71
h_1,1.97,2.35,2.3,2.21,1.77,1.72,0.58,1.06,0.74,0.78,0.74,0.83,0.9,0.66,0.64,0.65
g_1,2.15,2.59,2.33,2.5,2.0,2.69,0.78,0.56,0.88,0.83,0.91,0.84,0.57,0.87,0.91,0.84
d_0,1.41,2.44,3.17,2.77,2.45,2.3,1.21,1.25,0.65,0.81,0.88,0.89,0.67,0.84,0.84,0.84
c_0,2.59,2.85,1.41,3.86,2.17,2.2,1.13,1.04,1.06,0.61,0.9,1.31,0.85,0.95,0.78,0.74
f_0,2.26,3.86,2.42,2.73,2.44,2.31,1.09,0.75,0.87,0.77,0.6,0.89,0.81,0.89,0.94,0.67
b_0,2.53,2.87,2.32,3.02,3.36,2.1,1.17,1.03,0.93,0.51,0.8,0.59,0.78,1.06,0.9,0.73
h_0,2.42,3.28,2.56,2.56,2.84,2.4,1.65,1.26,1.03,0.94,0.94,0.83,1.03,0.81,0.9,0.86
a_0,2.44,3.86,3.16,2.64,2.95,3.76,1.39,1.06,0.97,0.91,0.9,0.62,0.9,0.59,0.86,0.77
e_0,3.35,3.75,2.69,2.72,3.06,2.94,1.19,0.97,1.14,1.15,0.63,0.94,0.85,0.95,0.58,0.83
g_0,3.6,2.96,3.46,3.07,2.64,2.3,1.11,1.76,1.02,0.94,0.96,0.96,0.7,1.04,0.87,1.1
