,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.01,0.87,0.96,0.89,0.79,0.33,0.46,0.36,0.31,0.32,0.35,0.23,0.32,0.32,0.28
e_1,0.73,0.65,0.97,1.1,1.0,0.83,0.47,0.43,0.42,0.34,0.38,0.42,0.3,0.34,0.41,0.31
d_1,1.07,1.0,0.64,0.89,0.92,0.84,0.43,0.31,0.4,0.39,0.36,0.34,0.27,0.32,0.3,0.2
c_1,1.02,0.84,1.25,0.62,1.06,0.95,0.44,0.44,0.25,0.39,0.35,0.36,0.3,0.32,0.31,0.3
b_1,1.17,1.09,1.15,0.69,0.61,1.17,0.52,0.46,0.38,0.46,0.45,0.39,0.34,0.31,0.33,0.32
a_1,1.41,1.28,1.22,1.05,0.72,0.57,0.62,0.59,0.48,0.49,0.5,0.41,0.37,0.57,0.38,0.35
h_1,1.68,1.54,1.48,1.61,1.46,1.21,0.54,0.68,0.63,0.5,0.59,0.55,0.52,0.48,0.53,0.47
g_1,1.67,1.64,1.85,1.82,1.76,1.31,0.64,0.52,0.65,0.58,0.59,0.65,0.43,0.53,0.52,0.55
d_0,1.65,1.26,2.07,2.02,1.81,1.52,0.78,0.78,0.55,0.56,0.65,0.61,0.58,0.63,0.58,0.55
c_0,2.06,1.86,1.21,1.97,1.6,1.45,0.85,0.72,0.97,0.56,0.76,0.55,0.53,0.59,0.54,0.46
b_0,2.02,1.7,1.58,2.08,1.92,1.6,0.77,0.74,0.76,0.44,0.53,0.61,0.54,0.68,0.52,0.51
f_0,2.32,1.73,1.85,1.87,1.74,1.64,0.84,0.58,0.72,0.67,0.66,0.52,0.56,0.55,0.69,0.43
h_0,2.18,1.94,1.95,1.95,1.78,1.75,0.94,0.97,0.75,0.66,0.7,0.63,0.64,0.63,0.55,0.58
a_0,2.22,1.97,2.05,2.38,2.33,2.05,1.06,0.89,0.9,0.65,0.51,0.73,0.55,0.52,0.69,0.56
e_0,2.68,2.24,2.0,2.15,1.86,1.9,0.89,0.91,0.81,0.73,0.78,0.5,0.76,0.61,0.53,0.55
g_0,2.33,2.05,2.15,2.15,1.96,1.62,0.81,0.9,0.83,0.72,0.79,0.75,0.51,0.78,0.62,0.67
