,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.67,1.06,1.12,0.83,0.65,0.71,1.09,0.79,0.67,0.61,0.66,0.49,0.48,,0.57
f_1,1.5,1.0,1.02,0.74,0.9,0.65,0.54,0.64,0.69,0.7,0.66,,0.47,0.55,0.6,0.74
c_1,0.95,0.98,1.0,1.11,1.12,1.04,0.77,0.54,0.86,,0.59,0.62,0.54,0.58,0.61,0.68
d_1,0.89,1.34,0.9,1.0,0.94,0.84,0.79,,0.59,0.83,0.63,0.61,0.66,0.64,0.53,0.42
b_1,1.21,1.11,0.89,1.06,1.0,1.31,0.64,0.63,0.57,0.79,,0.62,0.76,0.57,0.49,0.57
a_1,1.55,1.55,0.96,1.18,0.76,1.0,0.86,0.8,0.99,0.72,0.55,0.68,0.6,,,0.67
h_1,1.41,1.86,1.3,1.26,1.55,1.16,1.0,0.89,1.4,0.98,0.69,0.93,,1.02,0.64,0.74
d_0,0.92,1.56,1.85,,1.59,1.25,1.13,1.0,0.82,1.12,1.06,0.9,1.08,0.83,0.86,0.88
g_1,1.27,1.45,1.17,1.71,1.76,1.01,0.71,1.21,1.0,1.28,1.13,1.02,0.91,,0.72,
c_0,1.48,1.42,,1.21,1.27,1.39,1.02,0.89,0.78,1.0,1.48,1.03,1.1,0.83,0.95,0.86
b_0,1.65,1.5,1.68,1.59,,1.83,1.46,0.94,0.88,0.68,1.0,0.86,0.86,1.39,0.76,1.32
f_0,1.51,,1.6,1.63,1.61,1.48,1.07,1.12,0.98,0.97,1.16,1.0,0.84,0.78,1.46,0.57
h_0,2.05,2.15,1.86,1.52,1.32,1.66,,0.93,1.09,0.91,1.16,1.19,,0.77,0.85,0.82
a_0,2.08,1.83,1.72,1.56,1.77,,0.98,1.21,,1.2,0.72,1.29,1.29,1.0,1.01,0.76
e_0,,1.67,1.64,1.9,2.03,,1.56,1.16,1.38,1.05,1.32,0.68,1.17,0.99,1.0,
g_0,1.74,1.35,1.46,2.37,1.76,1.49,1.35,1.14,,1.16,0.76,1.76,1.21,1.31,,
