,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,1.09,0.64,0.61,0.53,0.47,0.72,0.65,0.78,0.74,0.76,0.48,0.78,0.7,0.54,0.78
e_1,0.67,1.51,0.58,0.82,0.68,0.49,0.76,0.68,1.38,0.85,0.85,0.93,0.94,0.7,0.51,0.87
d_1,0.77,0.69,1.55,0.59,0.63,0.51,0.94,0.69,0.54,1.22,0.85,0.81,0.94,0.77,0.73,0.72
c_1,0.75,0.59,0.78,1.58,1.09,0.44,0.89,0.75,0.64,0.34,0.69,0.76,0.89,0.7,0.68,0.7
b_1,0.78,0.71,0.71,0.59,1.61,1.08,0.74,0.8,0.7,0.79,0.47,0.71,0.8,0.45,0.71,0.71
a_1,0.82,0.85,0.83,0.8,0.55,1.76,0.93,0.64,0.91,0.99,0.84,0.68,1.06,0.37,0.86,1.03
h_1,1.32,0.74,0.89,0.78,0.85,0.67,1.7,1.26,0.84,0.98,1.08,0.83,0.71,0.84,0.81,1.34
g_1,0.88,0.94,1.32,0.89,0.73,0.85,0.9,1.8,0.81,0.97,0.86,1.32,0.98,0.75,1.03,0.79
d_0,1.0,0.84,0.67,1.66,0.87,0.67,1.16,1.03,1.59,0.79,1.1,0.95,1.17,0.97,0.78,1.17
c_0,1.09,0.91,0.91,0.78,0.77,0.75,1.25,1.06,1.37,1.59,1.85,1.25,1.19,1.14,0.98,1.24
b_0,1.18,0.95,1.06,0.98,0.46,0.66,1.13,1.24,1.08,1.02,1.62,1.12,1.22,1.67,0.85,1.11
f_0,0.71,0.79,1.06,1.08,0.9,0.93,1.4,1.11,1.28,1.13,1.19,1.71,1.32,1.12,1.69,1.06
h_0,1.33,0.89,1.02,1.1,0.87,0.71,0.94,1.48,1.11,1.11,1.06,1.01,1.01,0.99,0.98,1.33
a_0,1.15,1.01,1.03,1.04,1.06,0.59,1.12,1.39,1.14,1.03,0.94,1.03,1.37,1.76,0.88,1.02
e_0,1.34,0.75,0.95,1.04,0.79,0.87,1.28,1.32,1.3,1.37,1.37,1.12,1.48,0.96,1.77,1.25
g_0,0.94,0.8,1.51,1.1,0.96,0.68,1.0,1.13,1.04,1.1,1.17,1.54,1.29,0.99,0.91,1.01
