,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.87,1.12,0.93,0.67,0.6,0.71,0.9,0.69,0.54,0.55,0.64,0.61,0.52,,0.66
f_1,1.14,1.0,1.07,1.12,0.95,1.01,0.54,0.67,0.59,0.63,0.68,,0.53,0.53,0.5,0.56
c_1,0.9,0.93,1.0,1.22,1.3,0.9,0.69,0.49,0.77,,0.63,0.68,0.62,0.54,0.53,0.56
d_1,1.07,0.9,0.82,1.0,1.12,0.89,0.78,,0.63,0.92,0.51,0.52,0.7,0.57,0.58,0.42
b_1,1.49,1.05,0.77,0.9,1.0,1.51,0.68,0.62,0.61,0.61,,0.68,0.72,0.65,0.67,0.55
a_1,1.66,0.99,1.11,1.13,0.66,1.0,0.88,0.71,0.76,0.83,0.83,0.71,0.77,,0.51,0.68
h_1,1.41,1.85,1.44,1.28,1.46,1.14,1.0,0.87,1.26,0.9,0.78,0.98,,0.83,,1.0
d_0,1.11,1.49,2.05,,1.62,1.41,1.15,1.0,1.0,1.09,0.98,0.84,0.73,0.83,0.74,0.84
g_1,1.46,1.7,1.3,1.59,1.65,1.32,0.8,1.0,1.0,1.14,1.07,1.13,0.68,,0.84,
c_0,1.84,1.59,,1.09,1.63,1.21,1.12,0.92,0.88,1.0,1.58,1.1,0.98,,0.75,0.86
b_0,1.8,1.48,1.58,1.94,,1.2,1.29,1.02,0.94,0.63,1.0,0.94,1.14,,0.97,0.77
f_0,1.55,,1.46,1.94,1.47,1.41,1.02,1.19,0.89,0.91,1.06,1.0,0.91,,,0.76
h_0,1.64,1.9,1.62,1.44,1.39,1.3,,1.36,1.47,1.02,0.88,1.1,,0.95,0.86,0.95
a_0,1.94,1.89,1.87,1.76,1.54,,1.21,1.21,,,,,1.06,1.0,,0.93
e_0,,1.99,1.87,1.73,1.48,1.96,,1.35,1.19,1.34,1.03,,1.16,,1.0,1.08
g_0,1.52,1.79,1.79,2.37,1.81,1.47,1.0,1.19,,1.17,1.3,1.31,1.05,1.07,0.93,
