,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.38,1.68,0.93,1.06,0.91,0.66,1.78,2.39,1.48,1.81,1.97,1.46,2.49,1.87,2.37,1.4
e_1,1.2,2.37,0.84,1.38,0.94,0.76,2.04,3.55,1.69,2.05,2.16,2.2,2.46,1.94,2.48,1.35
d_1,1.07,1.1,2.47,0.87,0.91,0.85,1.96,1.62,1.76,3.61,2.51,2.34,2.97,1.98,2.77,1.95
c_1,1.06,1.01,1.06,2.49,1.65,0.92,1.76,1.81,1.82,1.41,1.32,2.02,2.85,1.66,2.36,1.54
b_1,1.03,0.97,1.02,1.23,2.66,1.62,1.89,2.06,1.67,1.95,1.54,1.95,2.37,1.44,2.63,1.62
a_1,1.17,1.05,1.04,1.1,0.9,3.19,2.24,2.45,1.95,2.31,2.52,2.07,2.7,1.73,2.61,1.78
h_1,1.44,1.12,1.18,1.09,1.01,0.84,3.51,2.19,2.37,1.98,2.16,2.1,2.4,1.88,3.55,1.92
d_0,1.2,1.06,0.85,1.84,1.21,0.72,2.16,3.19,1.64,1.67,1.99,2.12,2.73,1.95,2.84,2.0
g_1,1.15,1.11,1.65,1.0,0.95,0.86,1.98,1.83,3.76,2.18,2.03,3.32,2.73,2.01,2.04,1.9
c_0,1.31,1.27,1.27,0.93,0.78,0.77,2.25,2.49,1.9,3.49,4.19,2.28,2.97,2.93,3.18,2.1
b_0,1.27,1.22,1.31,1.05,0.74,0.65,2.48,2.49,2.0,2.69,3.63,2.41,3.23,4.05,3.0,2.12
f_0,1.03,0.96,1.21,1.15,1.27,0.86,2.37,2.52,2.17,2.36,2.5,3.5,2.99,2.07,2.52,3.82
h_0,1.43,1.1,1.16,1.14,1.12,0.79,1.59,1.94,2.55,1.95,2.14,2.18,2.61,1.91,3.24,1.84
a_0,1.25,1.08,1.22,1.26,1.09,0.74,2.48,2.44,1.97,2.21,2.25,2.14,3.01,3.62,2.82,1.78
g_0,1.02,1.08,1.51,1.18,1.07,0.99,1.98,2.06,1.71,2.33,2.34,2.97,2.99,1.93,2.12,2.19
e_0,1.29,0.89,1.31,1.07,1.14,0.9,2.35,2.0,2.28,2.22,2.67,2.4,3.49,2.27,2.77,4.01
